unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit,used_memory_kb,tier_committed_bytes,tier_index_bytes,log_staging_bytes,ckpt_buffer_bytes,cold_reads_issued,flush_slices,compact_slices,dead_bytes,compact_idle_pressure
1786593606,3308392,14240,83886080,20354088960,1885,0,349,349,95,5.8,589557,2155872256,570425344,33554432,6816082,1558380,19392,0,504921104,0
1786593616,3308392,14240,83886080,20354088960,1885,0,349,349,107,5.8,593844,2155872256,570425344,33554432,6816082,1559127,19392,0,504922152,0
1786593627,3308392,14240,83886080,20354088960,1885,0,349,349,129,5.8,587838,2155872256,570425344,33554432,6816082,1562707,19392,0,504925296,0
1786593637,3309208,14240,83886080,20354088960,1885,0,353,353,106,5.8,587558,2155872256,570425344,33554432,6816082,1581523,19392,0,504937872,0
1786593647,3309220,14240,83886080,20354088960,1885,0,353,353,127,5.8,592863,2155872256,570425344,33554432,6816082,1584852,19392,0,504952544,0
1786593659,3309240,14240,83886080,20354088960,1885,0,353,353,138,5.8,594338,2155872256,570425344,33554432,6816082,1585696,19392,0,504973504,0
1786593669,3309936,14240,83886080,20354088960,1885,0,357,357,83,5.8,585940,2155872256,570425344,33554432,6816082,1589915,19392,0,505050008,0
1786593679,3310580,14240,83886080,20354088960,1885,0,357,357,108,5.8,585145,2155872256,570425344,33554432,6816082,1608423,19392,0,505708152,0
1786593690,3311232,14240,83886080,20356186112,1884,0,358,358,111,5.8,595982,2155872256,570425344,33554432,6816082,1611752,19394,0,507421632,0
1786593700,3318876,14240,83886080,20370882560,1883,0,361,361,88,5.8,587836,2164260864,570425344,33554432,6816082,1640595,19408,0,522601912,0
1786593710,3309600,14240,83886080,20374028288,1883,0,362,362,93,5.8,585259,2155872256,570425344,33554432,6816082,1644617,19411,0,524632936,0
1786593721,3310444,14240,83886080,20374028288,1883,0,365,364,79,5.7,588874,2155872256,570425344,33554432,5767454,1646331,19411,0,525493344,0
1786593731,3310372,14240,83886080,20376125440,1883,0,367,366,71,5.7,592761,2155872256,570425344,33554432,4718826,1650241,19413,0,527517032,0
1786593741,3315640,14240,83886080,20387676160,1882,0,369,369,57,5.7,590527,2162163712,570425344,33554432,6816082,1670740,19424,0,538163664,0
1786593751,3310900,14240,83886080,20390821888,1882,0,373,373,52,5.7,585288,2155872256,570425344,33554432,5243140,1677593,19427,0,541752016,0
1786593762,3315928,14240,83886080,20401324032,1881,0,374,374,73,5.7,592733,2156920832,570425344,33554432,6816082,1697064,19437,0,552109400,0
1786593772,3326256,14240,83886080,20422311936,1879,0,378,378,64,5.8,587166,2171600896,570425344,33554432,6816082,1739226,19457,0,574274600,0
1786593782,3311244,14240,83886080,20426506240,1879,0,378,378,88,5.8,585276,2155872256,570425344,33554432,6816082,1747893,19461,0,578767376,0
1786593793,3311728,14240,83886080,20430704640,1878,0,382,382,75,5.8,589519,2156920832,570425344,33554432,6816082,1754932,19465,0,582384024,0
1786593803,3310216,14240,83886080,20431757312,1878,0,382,382,84,5.7,585199,2155872256,570425344,33554432,6816082,1756587,19466,0,582932128,0
1786593813,3310216,14240,83886080,20431757312,1878,0,385,384,78,5.7,590034,2155872256,570425344,33554432,5243140,1760807,19466,0,582933176,0
1786593823,3310316,14240,83886080,20431757312,1878,0,388,388,65,5.8,587215,2155872256,570425344,33554432,6816082,1787554,19466,0,583033784,0
1786593833,3310420,14240,83886080,20431757312,1878,0,389,389,78,5.8,589209,2155872256,570425344,33554432,6291768,1793329,19466,0,583141728,0
1786593843,3310892,14240,83886080,20431757312,1878,0,392,392,74,5.8,585232,2155872256,570425344,33554432,6816082,1810410,19466,0,583618568,0
1786593853,3310800,14240,83886080,20433862656,1878,0,393,393,85,5.8,586952,2156920832,570425344,33554432,6816082,1829828,19468,0,584575392,0
1786593863,3310872,14240,83886080,20434911232,1878,0,397,397,71,5.8,589503,2156920832,570425344,33554432,6816082,1852499,19469,0,585701992,0
1786593873,3310000,14240,83886080,20434911232,1878,0,397,397,90,5.7,587571,2155872256,570425344,33554432,6816082,1855074,19469,0,585855000,0
1786593885,3310280,14240,83886080,20434911232,1878,0,398,398,95,5.7,586827,2155872256,570425344,33554432,6816082,1859385,19469,0,586143200,0
1786593895,3319780,14240,83886080,20447494144,1877,0,402,402,70,5.7,586528,2166358016,570425344,33554432,6816082,1882181,19481,0,598051624,0
1786593905,3311396,14240,83886080,20455899136,1876,0,402,402,96,5.7,589352,2155872256,570425344,33554432,6816082,1901717,19489,0,608254952,0
1786593915,3310752,14240,83886080,20460093440,1876,0,406,406,69,5.7,592088,2156920832,570425344,33554432,6816082,1906553,19493,0,610747096,0
1786593926,3310240,14240,83886080,20460093440,1876,0,406,406,82,5.7,585270,2155872256,570425344,33554432,6816082,1907666,19493,0,611267952,0
1786593936,3310548,14240,83886080,20464291840,1875,0,410,410,58,5.7,585301,2156920832,570425344,33554432,6816082,1914306,19497,0,614729496,0
1786593946,3311320,14240,83886080,20468498432,1875,0,413,413,59,5.7,587929,2156920832,570425344,33554432,6816082,1924097,19501,0,619712736,0
1786593957,3322216,14240,83886080,20484243456,1874,0,417,417,55,5.7,588072,2168455168,570425344,33554432,6816082,1953401,19516,0,635161304,0
1786593967,3310076,14240,83886080,20487389184,1873,0,417,417,76,5.7,585897,2155872256,570425344,33554432,6816082,1960161,19519,0,638362944,0
1786593977,3310816,14240,83886080,20488437760,1873,0,421,421,79,5.7,587164,2156920832,570425344,33554432,6816082,2002390,19520,0,639130080,0
1786593987,3309488,14240,83886080,20489486336,1873,0,421,421,102,5.7,585256,2155872256,570425344,33554432,6816082,2016110,19521,0,639855296,0
1786593997,3309548,14240,83886080,20489486336,1873,0,422,421,110,5.7,593895,2155872256,570425344,33554432,4718826,2017415,19521,0,639923416,0
1786594007,3310868,14240,83886080,20489486336,1873,0,425,425,93,5.7,585472,2155872256,570425344,33554432,6816082,2041941,19521,0,641269048,0
1786594017,3311156,14240,83886080,20489486336,1873,0,425,425,117,5.7,588552,2155872256,570425344,33554432,6816082,2047287,19521,0,641567728,0
1786594028,3311204,14240,83886080,20489486336,1873,0,429,429,85,5.7,589150,2155872256,570425344,33554432,6816082,2048186,19521,0,641611744,0
1786594038,3311204,14240,83886080,20489486336,1873,0,429,429,109,5.7,597464,2155872256,570425344,33554432,6816082,2048186,19521,0,641611744,0
