unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit,used_memory_kb
1786096009,2016024,14240,83886080,16445423616,1547,0,6607,6607,29,7.8,621362
1786096019,2016492,14240,83886080,16448573440,1547,0,6610,6610,40,7.8,627321
1786096030,2015636,14240,83886080,16451719168,1547,0,6615,6615,38,7.8,620565
1786096040,2017268,14240,83886080,16453820416,1547,0,6623,6622,33,7.8,617905
1786096050,2016556,14240,83886080,16458014720,1547,0,6627,6627,40,7.8,619961
1786096060,2015820,14240,83886080,16463265792,1547,0,6635,6635,32,7.8,618718
1786096070,2017096,14240,83886080,16472711168,1547,0,6639,6639,42,7.8,618875
1786096080,2016792,14240,83886080,16491606016,1547,0,6647,6647,31,7.8,617918
1786096090,2015332,14240,83886080,16505249792,1547,0,6652,6652,37,7.8,619952
1786096100,2017100,14240,83886080,16515747840,1548,0,6656,6656,45,7.8,618052
1786096110,2015856,14240,83886080,16537784320,1548,0,6664,6664,37,7.8,618190
1786096120,2016604,14240,83886080,16549330944,1548,0,6669,6669,40,7.8,620965
1786096130,2016516,14240,83886080,16564027392,1548,0,6676,6676,35,7.8,623952
1786096141,2017308,14240,83886080,16581869568,1548,0,6682,6682,39,7.8,620993
1786096151,2016124,14240,83886080,16597610496,1549,0,6689,6689,35,7.8,621607
1786096161,2017128,14240,83886080,16616505344,1549,0,6694,6694,39,7.8,621307
1786096171,2016992,14240,83886080,16637501440,1549,0,6702,6702,31,7.8,621899
1786096181,2020768,14240,83886080,16650096640,1549,0,6706,6706,42,7.8,618057
1786096191,2017912,14240,83886080,16677384192,1549,0,6714,6714,31,7.8,620972
1786096201,2024260,14240,83886080,16717271040,1549,0,6719,6719,37,7.8,618002
1786096211,2021652,14240,83886080,16755056640,1549,0,6726,6726,37,7.8,617923
1786096221,2027256,14240,83886080,16787591168,1549,0,6731,6731,43,7.8,618005
1786096231,2018800,14240,83886080,16826429440,1549,0,6739,6739,33,7.8,621681
1786096241,2026560,14240,83886080,16860012544,1549,0,6744,6744,40,7.8,617963
1786096251,2018824,14240,83886080,16891506688,1549,0,6749,6749,45,7.8,622431
1786096261,2022380,14240,83886080,16931389440,1550,0,6756,6756,39,7.8,619540
1786096272,2026880,14240,83886080,16960786432,1549,0,6760,6760,49,7.8,623094
1786096282,2016968,14240,83886080,15912226816,1550,0,6765,6765,50,7.8,626737
1786096292,2021136,14240,83886080,13795172352,1549,0,6773,6773,36,7.8,622838
1786096302,2026496,14240,83886080,13824569344,1549,0,6777,6777,48,7.8,620619
1786096312,2017048,14240,83886080,13848707072,1549,0,6785,6785,34,7.8,620118
1786096322,2020152,14240,83886080,13877051392,1549,0,6790,6790,39,7.8,622600
1786096332,2017944,14240,83886080,13910634496,1549,0,6795,6795,41,7.8,618464
1786096342,2018800,14240,83886080,13942124544,1548,0,6802,6802,36,7.8,618461
1786096352,2020848,14240,83886080,13972561920,1548,0,6807,6807,42,7.8,617948
1786096362,2020392,14240,83886080,14008254464,1548,0,6815,6815,35,7.8,620376
1786096373,2016136,14240,83886080,14036590592,1548,0,6820,6820,40,7.8,622631
1786096383,2017944,14240,83886080,14068076544,1547,0,6826,6826,40,7.8,621221
1786096393,2018132,14240,83886080,14102712320,1547,0,6834,6834,33,7.8,620211
1786096403,2015540,14240,83886080,14118457344,1547,0,6836,6836,45,7.8,617974
1786096413,2029128,14240,83886080,14142595072,1547,0,6840,6840,52,7.8,625135
1786096423,2020216,14240,83886080,14171983872,1547,0,6848,6848,37,7.8,622812
1786096433,2024900,14240,83886080,14208720896,1546,0,6853,6853,42,7.8,618934
1786096444,2017356,14240,83886080,14213967872,1546,0,6853,6853,60,7.8,621637
1786096454,2019568,14240,83886080,14254919680,1546,0,6861,6861,36,7.8,623582
1786096464,2029728,14240,83886080,14286401536,1546,0,6865,6865,46,7.8,622906
1786096474,2016704,14240,83886080,13231546368,1545,0,6869,6869,55,7.8,617958
1786096484,2022188,14240,83886080,13239943168,1545,0,6873,6873,53,7.8,622977
1786096494,2023876,14240,83886080,13267238912,1545,0,6878,6878,44,7.8,618149
1786096504,2022816,14240,83886080,13293477888,1545,0,6885,6885,41,7.8,618929
1786096514,2020356,14240,83886080,13308170240,1545,0,6890,6890,42,7.8,622295
1786096524,2028340,14240,83886080,13336506368,1544,0,6894,6894,47,7.8,620000
1786096534,2019924,14240,83886080,13361700864,1544,0,6902,6902,35,7.8,619680
1786096544,2018496,14240,83886080,13380595712,1544,0,6907,6907,39,7.8,622920
1786096555,2019268,14240,83886080,13406826496,1543,0,6911,6911,46,7.8,619807
1786096565,2023264,14240,83886080,13432020992,1543,0,6919,6919,38,7.8,619825
1786096575,2015680,14240,83886080,13441470464,1543,0,6920,6920,55,7.8,617964
1786096585,2015916,14240,83886080,13460361216,1543,0,6928,6928,30,7.8,622046
1786096595,2025308,14240,83886080,13487652864,1542,0,6932,6932,41,7.8,619241
1786096605,2017664,14240,83886080,13511790592,1542,0,6937,6937,47,7.8,621094
1786096615,2018168,14240,83886080,13533835264,1542,0,6945,6945,35,7.8,619457
1786096625,2027192,14240,83886080,13560074240,1541,0,6949,6949,44,7.8,619462
1786096635,2016056,14240,83886080,13581062144,1541,0,6954,6954,50,7.8,617893
1786096645,2017452,14240,83886080,13605208064,1541,0,6962,6962,35,7.8,629718
1786096656,2025416,14240,83886080,13631447040,1541,0,6966,6966,47,7.8,620663
1786096666,2017196,14240,83886080,13649289216,1540,0,6974,6973,40,7.8,620407
1786096676,2020620,14240,83886080,13674479616,1540,0,6979,6979,37,7.8,621657
1786096686,2018288,14240,83886080,13698617344,1540,0,6986,6986,34,7.8,620146
1786096696,2016424,14240,83886080,13715415040,1540,0,6991,6991,39,7.8,620658
1786096706,2020956,14240,83886080,13724864512,1539,0,6995,6995,40,7.8,619761
1786096716,2026224,14240,83886080,13752147968,1539,0,6999,6999,48,7.8,619496
1786096726,2019968,14240,83886080,13775237120,1539,0,7007,7007,38,7.8,617921
1786096736,2015888,14240,83886080,13783638016,1539,0,7008,7008,54,7.8,621477
1786096746,2016356,14240,83886080,13802528768,1538,0,7016,7016,33,7.8,619206
1786096757,2024880,14240,83886080,13829820416,1538,0,7020,7020,42,7.8,619942
1786096767,2015392,14240,83886080,13852913664,1538,0,7025,7025,46,7.8,620372
1786096777,2018928,14240,83886080,13873905664,1537,0,7033,7033,34,7.8,617931
1786096787,2031124,14240,83886080,13904338944,1537,0,7037,7037,44,7.8,620545
1786096797,2015136,14240,83886080,13932683264,1537,0,7042,7042,48,7.8,626452
1786096807,2020248,14240,83886080,13964173312,1536,0,7049,7049,40,7.8,618017
1786096817,2017716,14240,83886080,14003003392,1536,0,7054,7054,48,7.8,623747
1786096827,2017624,14240,83886080,14041841664,1536,0,7062,7062,33,7.8,621903
1786096837,2029756,14240,83886080,14085922816,1536,0,7066,7066,42,7.8,618232
1786096847,2018400,14240,83886080,14135255040,1536,0,7074,7074,33,7.8,621498
1786096858,2018988,14240,83886080,14173036544,1536,0,7079,7079,37,7.8,618477
1786096868,2031120,14240,83886080,14218174464,1536,0,7083,7083,45,7.8,620878
1786096878,2019248,14240,83886080,14265401344,1535,0,7091,7091,35,7.8,620773
1786096888,2017496,14240,83886080,14292692992,1535,0,7095,7095,43,7.8,618007
1786096898,2022600,14240,83886080,14316834816,1535,0,7099,7099,43,7.7,618094
1786096908,2017376,14240,83886080,14360920064,1535,0,7103,7103,47,7.7,618791
1786096918,2020752,14240,83886080,14412345344,1535,0,7111,7111,36,7.7,620038
1786096928,2026864,14240,83886080,14456434688,1535,0,7115,7115,42,7.7,623330
1786096938,2015464,14240,83886080,14499463168,1535,0,7120,7120,45,7.7,623845
1786096948,2027160,14240,83886080,14551945216,1535,0,7127,7127,39,7.7,619024
1786096958,2026792,14240,83886080,14601277440,1535,0,7132,7132,44,7.7,619900
1786096968,2015656,14240,83886080,14661099520,1535,0,7140,7139,33,7.7,620086
1786096978,2028544,14240,83886080,14714638336,1535,0,7144,7144,40,7.7,618332
1786096989,2017824,14240,83886080,14760816640,1535,0,7151,7151,38,7.7,618000
1786096999,2024496,14240,83886080,14820642816,1536,0,7157,7157,40,7.7,619702
1786097009,2022548,14240,83886080,14882570240,1536,0,7164,7164,36,7.7,618168
1786097019,2020152,14240,83886080,14927695872,1536,0,7169,7169,40,7.7,623509
1786097029,2024412,14240,83886080,14992781312,1536,0,7176,7176,39,7.8,619534
1786097039,2018040,14240,83886080,15038963712,1536,0,7181,7181,44,7.8,626990
1786097049,2018792,14240,83886080,15066251264,1537,0,7185,7185,40,7.7,622283
1786097059,2027528,14240,83886080,15121879040,1537,0,7190,7190,43,7.8,622274
1786097069,2017152,14240,83886080,15182753792,1537,0,7198,7198,31,7.8,618098
1786097080,2020032,14240,83886080,15235235840,1537,0,7202,7202,40,7.8,622167
1786097090,2017948,14240,83886080,15254130688,1537,0,7207,7207,45,7.8,617900
1786097100,2016324,14240,83886080,15278268416,1537,0,7215,7215,31,7.8,619745
1786097110,2016604,14240,83886080,15296114688,1538,0,7219,7219,37,7.8,617976
1786097120,2017424,14240,83886080,15304511488,1538,0,7223,7223,46,7.8,619182
1786097130,2015944,14240,83886080,15306608640,1538,0,7231,7231,36,7.8,618159
1786097140,2016048,14240,83886080,15308705792,1538,0,7237,7236,42,7.8,623728
1786097150,2015804,14240,83886080,15311855616,1538,0,7243,7243,37,7.8,623561
1786097160,2017512,14240,83886080,15315005440,1538,0,7249,7249,40,7.8,620043
1786097170,2017824,14240,83886080,15317106688,1538,0,7253,7253,50,7.8,617885
1786097180,2016336,14240,83886080,15319203840,1538,0,7261,7261,32,7.8,617995
1786097191,2016136,14240,83886080,15323402240,1538,0,7265,7265,44,7.8,619183
1786097201,2017276,14240,83886080,15324450816,1538,0,7270,7270,47,7.8,620723
1786097211,2015752,14240,83886080,15327596544,1538,0,7278,7278,36,7.8,619685
1786097221,2017620,14240,83886080,15329697792,1538,0,7282,7282,47,7.8,619149
1786097231,2015640,14240,83886080,15332847616,1538,0,7287,7287,51,7.8,621339
1786097241,2017648,14240,83886080,15335997440,1538,0,7294,7294,42,7.8,619357
1786097251,2016204,14240,83886080,15338098688,1537,0,7300,7299,47,7.8,619833
1786097261,2016408,14240,83886080,15338098688,1537,0,7302,7302,52,7.8,623075
1786097271,2016032,14240,83886080,15341244416,1537,0,7310,7310,38,7.8,619596
1786097281,2016764,14240,83886080,15344394240,1537,0,7315,7315,43,7.8,622001
1786097292,2016784,14240,83886080,15345446912,1537,0,7322,7322,37,7.8,620196
1786097302,2016456,14240,83886080,15349645312,1537,0,7328,7328,35,7.8,618450
1786097312,2016580,14240,83886080,15351742464,1537,0,7335,7335,33,7.8,626010
1786097322,2015532,14240,83886080,15355940864,1537,0,7339,7339,43,7.8,618016
1786097332,2016908,14240,83886080,15355940864,1537,0,7343,7343,44,7.8,617965
1786097342,2016636,14240,83886080,15361183744,1537,0,7347,7347,44,7.8,619543
1786097352,2015576,14240,83886080,15371685888,1537,0,7355,7355,34,7.8,620878
1786097362,2016916,14240,83886080,15373783040,1537,0,7359,7359,40,7.8,617992
1786097372,2017596,14240,83886080,15383232512,1538,0,7363,7363,40,7.8,617974
1786097382,2016068,14240,83886080,15395827712,1538,0,7371,7371,31,7.8,622509
1786097392,2016052,14240,83886080,15404220416,1538,0,7376,7376,37,7.8,619862
1786097403,2016332,14240,83886080,15413669888,1538,0,7380,7380,48,7.7,619386
1786097413,2017104,14240,83886080,15434661888,1538,0,7388,7388,37,7.7,622136
1786097423,2017588,14240,83886080,15447252992,1538,0,7392,7392,46,7.7,621798
1786097433,2015568,14240,83886080,15465099264,1538,0,7400,7400,33,7.7,618013
1786097443,2016676,14240,83886080,15481888768,1538,0,7404,7404,40,7.7,624313
1786097453,2016832,14240,83886080,15490289664,1538,0,7410,7409,46,7.7,620829
1786097463,2016172,14240,83886080,15498686464,1539,0,7416,7416,37,7.7,617941
1786097473,2015708,14240,83886080,15508135936,1539,0,7423,7423,34,7.7,620887
1786097483,2017548,14240,83886080,15517581312,1539,0,7429,7429,39,7.7,621239
1786097493,2017596,14240,83886080,15528075264,1539,0,7436,7436,36,7.7,619384
1786097503,2017432,14240,83886080,15541723136,1539,0,7441,7441,42,7.7,617978
1786097513,2016468,14240,83886080,15560613888,1539,0,7449,7449,35,7.7,622297
1786097524,2016148,14240,83886080,15577411584,1539,0,7454,7454,41,7.7,620409
1786097534,2017096,14240,83886080,15594201088,1540,0,7461,7461,34,7.7,623178
1786097544,2016708,14240,83886080,15612043264,1540,0,7466,7466,39,7.7,622124
1786097554,2016800,14240,83886080,15621488640,1540,0,7471,7471,43,7.7,617940
1786097564,2017196,14240,83886080,15644581888,1540,0,7478,7478,39,7.7,618552
1786097574,2016536,14240,83886080,15661379584,1540,0,7484,7484,39,7.7,620060
1786097584,2016196,14240,83886080,15678164992,1540,0,7491,7490,40,7.7,620066
1786097594,2017360,14240,83886080,15694958592,1541,0,7498,7498,32,7.7,618081
1786097604,2017020,14240,83886080,15714902016,1541,0,7503,7503,40,7.7,617923
1786097614,2015288,14240,83886080,15721201664,1541,0,7504,7504,52,7.7,617928
1786097624,2015840,14240,83886080,15744294912,1541,0,7512,7512,33,7.7,622114
1786097634,2016564,14240,83886080,15757934592,1541,0,7517,7517,41,7.7,617929
1786097644,2016524,14240,83886080,15777878016,1541,0,7524,7524,37,7.7,618002
1786097655,2016256,14240,83886080,15793623040,1541,0,7529,7529,40,7.7,618609
1786097665,2016340,14240,83886080,15826157568,1542,0,7536,7536,35,7.7,619018
1786097675,2017884,14240,83886080,15844007936,1542,0,7540,7540,45,7.7,621815
1786097685,2020828,14240,83886080,15878639616,1542,0,7548,7548,35,7.7,618234
1786097695,2025264,14240,83886080,15930073088,1542,0,7553,7553,42,7.7,617941
1786097705,2017064,14240,83886080,15973105664,1543,0,7557,7557,51,7.7,619728
1786097715,2022472,14240,83886080,16028733440,1543,0,7565,7565,38,7.7,619878
1786097725,2021916,14240,83886080,16062324736,1543,0,7569,7569,49,7.7,626857
1786097735,2018436,14240,83886080,16113750016,1543,0,7577,7577,35,7.7,621327
1786097745,2016164,14240,83886080,16122146816,1543,0,7578,7577,51,7.7,624279
1786097755,2021672,14240,83886080,16175681536,1543,0,7585,7585,38,7.7,618337
1786097766,2015120,14240,83886080,16221859840,1543,0,7589,7589,49,7.7,627187
1786097776,2016488,14240,83886080,16260698112,1543,0,7597,7597,32,7.7,618985
1786097786,2025480,14240,83886080,16307924992,1543,0,7601,7601,40,7.7,620280
1786097796,2015524,14240,83886080,16356208640,1544,0,7609,7609,29,7.7,619961
1786097806,2018860,14240,83886080,16402395136,1544,0,7614,7614,37,7.7,618208
1786097816,2025496,14240,83886080,16450674688,1544,0,7619,7619,42,7.7,621866
1786097826,2023448,14240,83886080,16493707264,1544,0,7626,7626,38,7.7,624286
1786097836,2019272,14240,83886080,16534642688,1544,0,7633,7633,33,7.7,617939
1786097847,2021808,14240,83886080,16589221888,1544,0,7639,7639,36,7.7,619593
1786097857,2017304,14240,83886080,16641699840,1544,0,7646,7646,31,7.7,617971
1786097867,2017940,14240,83886080,16655343616,1544,0,7647,7647,48,7.7,631047
1786097877,2015844,14240,83886080,16721469440,1545,0,7655,7655,33,7.7,622738
1786097887,2025796,14240,83886080,16768700416,1545,0,7659,7659,41,7.7,623824
1786097897,2016612,14240,83886080,16813834240,1545,0,7663,7663,51,7.7,620905
1786097907,2018844,14240,83886080,16876810240,1545,0,7671,7671,34,7.7,618169
1786097918,2025280,14240,83886080,16928239616,1545,0,7676,7676,41,7.7,627471
1786097928,2016448,14240,83886080,15897526272,1545,0,7683,7683,36,7.7,627322
1786097938,2024168,14240,83886080,15947902976,1546,0,7688,7688,40,7.7,617930
1786097948,2016812,14240,83886080,15993053184,1546,0,7696,7696,31,7.7,619791
1786097958,2018960,14240,83886080,16032940032,1546,0,7701,7701,35,7.7,620060
1786097968,2025264,14240,83886080,16079151104,1546,0,7706,7706,40,7.7,618542
1786097978,2020896,14240,83886080,15043190784,1546,0,7713,7713,37,7.7,623403
1786097988,2017092,14240,83886080,15071531008,1546,0,7718,7718,45,7.7,623369
1786097998,2017292,14240,83886080,14032412672,1546,0,7726,7726,34,7.7,623835
1786098008,2021832,14240,83886080,14064951296,1546,0,7730,7730,45,7.7,617924
1786098018,2021548,14240,83886080,14096449536,1546,0,7738,7738,34,7.7,617940
1786098028,2019548,14240,83886080,14128996352,1546,0,7745,7744,37,7.7,617975
1786098038,2025600,14240,83886080,14168883200,1545,0,7750,7750,39,7.7,624839
1786098049,2017068,14240,83886080,14191976448,1545,0,7754,7754,50,7.7,620997
1786098059,2022064,14240,83886080,13145509888,1545,0,7762,7762,38,7.7,620215
1786098069,2022412,14240,83886080,13171748864,1545,0,7766,7766,45,7.7,618196
1786098079,2018472,14240,83886080,13176995840,1545,0,7770,7770,45,7.7,620328
1786098089,2024140,14240,83886080,13206388736,1544,0,7775,7775,42,7.7,620914
1786098099,2018672,14240,83886080,13235769344,1544,0,7782,7782,37,7.7,622384
1786098109,2016748,14240,83886080,13248368640,1544,0,7783,7783,58,7.7,620241
1786098119,2030444,14240,83886080,13267263488,1544,0,7787,7787,60,7.7,617971
1786098129,2018240,14240,83886080,13295603712,1544,0,7795,7795,35,7.7,620605
1786098140,2025064,14240,83886080,13323939840,1543,0,7800,7800,41,7.7,617956
1786098150,2016796,14240,83886080,13327089664,1543,0,7800,7800,60,7.7,617972
1786098160,2019640,14240,83886080,13355433984,1543,0,7808,7808,38,7.7,622151
1786098170,2031496,14240,83886080,13385867264,1543,0,7812,7812,47,7.7,623148
1786098180,2016808,14240,83886080,13402660864,1543,0,7816,7816,52,7.7,617939
1786098190,2025680,14240,83886080,13415251968,1543,0,7820,7820,55,7.7,623538
1786098200,2016860,14240,83886080,13443592192,1542,0,7828,7828,31,7.7,618001
1786098210,2021628,14240,83886080,13471936512,1542,0,7833,7833,38,7.7,619653
1786098220,2030028,14240,83886080,13496074240,1542,0,7837,7837,48,7.7,619220
1786098230,2020244,14240,83886080,13523365888,1542,0,7845,7845,35,7.7,620899
1786098241,2024820,14240,83886080,13549604864,1541,0,7850,7850,42,7.7,618098
1786098251,2015492,14240,83886080,13553803264,1541,0,7850,7850,59,7.7,618052
1786098261,2020220,14240,83886080,13580038144,1541,0,7858,7858,38,7.7,619684
1786098271,2025724,14240,83886080,13608382464,1541,0,7863,7863,43,7.7,624733
1786098281,2019712,14240,83886080,13633572864,1540,0,7870,7870,38,7.7,624370
1786098291,2016608,14240,83886080,13656666112,1540,0,7876,7876,41,7.7,619839
1786098301,2022984,14240,83886080,13686050816,1540,0,7883,7883,37,7.7,618911
1786098311,2018628,14240,83886080,13711241216,1539,0,7888,7888,43,7.7,619406
1786098322,2017552,14240,83886080,13735387136,1539,0,7896,7896,33,7.7,619229
1786098332,2030204,14240,83886080,13766868992,1539,0,7900,7900,45,7.7,622005
1786098342,2017656,14240,83886080,13787860992,1539,0,7908,7908,35,7.7,619918
1786098352,2022736,14240,83886080,13816201216,1538,0,7913,7913,38,7.7,621910
1786098362,2017884,14240,83886080,13844545536,1538,0,7920,7920,33,7.7,624324
1786098372,2021276,14240,83886080,13865533440,1538,0,7925,7925,38,7.7,620574
1786098382,2020336,14240,83886080,13892829184,1537,0,7932,7932,34,7.7,621854
1786098392,2024604,14240,83886080,13921157120,1537,0,7938,7938,37,7.7,619694
1786098402,2021300,14240,83886080,13942157312,1537,0,7945,7945,35,7.7,618090
1786098412,2019608,14240,83886080,13970489344,1536,0,7951,7951,38,7.7,620460
1786098422,2027572,14240,83886080,13999882240,1536,0,7957,7957,40,7.7,621347
1786098433,2028404,14240,83886080,14028222464,1536,0,7962,7962,47,7.7,620888
1786098443,2018808,14240,83886080,14090149888,1536,0,7970,7970,33,7.7,620077
1786098453,2020396,14240,83886080,14128979968,1536,0,7975,7975,43,7.7,620025
1786098463,2018292,14240,83886080,14184611840,1537,0,7982,7982,34,7.7,618052
1786098473,2025316,14240,83886080,14242340864,1537,0,7987,7987,40,7.7,618484
1786098483,2016956,14240,83886080,14291668992,1537,0,7993,7992,44,7.7,620365
1786098493,2024764,14240,83886080,14339956736,1537,0,7999,7999,36,7.7,620671
1786098503,2018204,14240,83886080,14393479168,1537,0,8007,8007,32,7.7,619776
1786098514,2021028,14240,83886080,14434418688,1537,0,8011,8011,43,7.7,618082
1786098524,2021696,14240,83886080,14486896640,1537,0,8019,8019,36,7.7,620057
1786098534,2015492,14240,83886080,14528884736,1537,0,8024,8024,44,7.7,617952
1786098544,2016872,14240,83886080,14575063040,1537,0,8031,8031,36,7.7,622489
1786098554,2027132,14240,83886080,14627545088,1537,0,8036,8036,42,7.7,618076
1786098564,2015996,14240,83886080,14689468416,1537,0,8044,8044,31,7.7,620016
1786098574,2022852,14240,83886080,14738800640,1537,0,8048,8048,39,7.7,620024
1786098584,2018036,14240,83886080,14798630912,1537,0,8053,8053,46,7.7,619687
1786098594,2016224,14240,83886080,14850060288,1538,0,8061,8061,35,7.7,624003
1786098604,2017264,14240,83886080,14876303360,1538,0,8066,8066,40,7.7,621501
1786098614,2015764,14240,83886080,14898343936,1538,0,8073,8073,35,7.7,623500
1786098625,2017820,14240,83886080,14918287360,1538,0,8078,8078,39,7.7,621992
1786098635,2017460,14240,83886080,14937178112,1539,0,8082,8082,50,7.7,617933
1786098645,2016468,14240,83886080,14964465664,1539,0,8090,8090,34,7.7,621657
1786098655,2018536,14240,83886080,14980206592,1539,0,8095,8095,41,7.7,623764
1786098665,2015236,14240,83886080,14995955712,1539,0,8100,8100,42,7.7,624576
1786098675,2018216,14240,83886080,15016943616,1539,0,8107,8107,38,7.7,618037
1786098685,2016984,14240,83886080,15033737216,1540,0,8113,8113,41,7.7,630804
1786098695,2015452,14240,83886080,15048437760,1540,0,8119,8119,40,7.7,620968
1786098705,2016272,14240,83886080,15053688832,1540,0,8125,8125,43,7.7,617893
1786098716,2016340,14240,83886080,15055785984,1540,0,8131,8131,44,7.7,620505
1786098726,2016984,14240,83886080,15057883136,1540,0,8139,8139,34,7.7,617976
1786098736,2015588,14240,83886080,15062081536,1540,0,8145,8145,37,7.7,617958
1786098746,2017580,14240,83886080,15062081536,1540,0,8149,8149,45,7.7,617957
1786098756,2016384,14240,83886080,15065227264,1540,0,8153,8153,42,7.7,620182
1786098766,2017264,14240,83886080,15066275840,1540,0,8157,8157,46,7.7,617908
1786098776,2015648,14240,83886080,15071531008,1540,0,8165,8165,37,7.7,617942
1786098786,2016828,14240,83886080,15071531008,1540,0,8167,8167,51,7.7,617945
1786098797,2016352,14240,83886080,15074676736,1540,0,8175,8175,28,7.7,621274
1786098807,2017236,14240,83886080,15077822464,1540,0,8179,8179,40,7.7,621774
1786098817,2016116,14240,83886080,15082020864,1540,0,8184,8184,46,7.7,617891
1786098827,2016340,14240,83886080,15083069440,1540,0,8188,8188,45,7.7,619711
1786098837,2016240,14240,83886080,15089369088,1540,0,8192,8192,40,7.7,621106
1786098847,2016928,14240,83886080,15093563392,1540,0,8196,8196,51,7.7,620526
1786098858,2015276,14240,83886080,15103012864,1540,0,8204,8204,39,7.7,624418
1786098868,2015560,14240,83886080,15108259840,1540,0,8208,8208,37,7.7,620319
1786098878,2017088,14240,83886080,15114559488,1540,0,8212,8212,43,7.7,618708
1786098888,2016256,14240,83886080,15121907712,1540,0,8220,8220,33,7.7,620110
1786098898,2016144,14240,83886080,15128203264,1540,0,8224,8224,42,7.7,618018
1786098908,2015360,14240,83886080,15136604160,1540,0,8229,8229,44,7.7,618261
1786098918,2016556,14240,83886080,15146049536,1540,0,8236,8236,40,7.7,621299
1786098928,2015944,14240,83886080,15155494912,1540,0,8244,8244,33,7.7,617992
1786098938,2016868,14240,83886080,15160741888,1540,0,8248,8248,41,7.7,617987
1786098948,2016132,14240,83886080,15171235840,1540,0,8256,8256,33,7.7,617941
1786098958,2016568,14240,83886080,15175434240,1540,0,8260,8260,44,7.7,619215
1786098968,2016052,14240,83886080,15190130688,1540,0,8268,8268,32,7.7,618216
1786098979,2017360,14240,83886080,15204827136,1541,0,8272,8272,42,7.7,617974
1786098989,2016228,14240,83886080,15227916288,1541,0,8280,8280,35,7.7,618745
1786098999,2016496,14240,83886080,15242612736,1541,0,8284,8284,46,7.7,620629
1786099009,2016624,14240,83886080,15262552064,1541,0,8292,8292,37,7.7,617923
1786099019,2016000,14240,83886080,15277248512,1541,0,8296,8296,45,7.7,619889
1786099029,2017248,14240,83886080,15290892288,1542,0,8300,8300,45,7.7,619449
1786099039,2015564,14240,83886080,15308734464,1542,0,8304,8304,49,7.7,619459
1786099049,2015656,14240,83886080,15334977536,1542,0,8312,8312,36,7.7,620260
1786099060,2017580,14240,83886080,15339175936,1542,0,8314,8313,56,7.7,623308
1786099071,2015512,14240,83886080,15360167936,1542,0,8321,8321,32,7.7,617976
1786099081,2017944,14240,83886080,15367512064,1542,0,8326,8326,40,7.7,619148
1786099091,2016048,14240,83886080,15386411008,1542,0,8333,8333,37,7.7,617946
1786099101,2016184,14240,83886080,15401095168,1542,0,8337,8337,36,7.7,617992
1786099111,2017872,14240,83886080,15423139840,1543,0,8341,8341,39,7.7,619767
1786099121,2016644,14240,83886080,15442034688,1543,0,8346,8346,44,7.7,621798
1786099131,2015200,14240,83886080,15463030784,1543,0,8353,8353,38,7.7,619153
1786099141,2015564,14240,83886080,15486119936,1543,0,8361,8361,28,7.7,617909
1786099151,2017340,14240,83886080,15506059264,1544,0,8366,8366,35,7.7,619798
1786099161,2015740,14240,83886080,15526002688,1544,0,8373,8373,33,7.7,623676
1786099171,2016900,14240,83886080,15552241664,1544,0,8378,8378,39,7.7,622121
1786099182,2016440,14240,83886080,15575339008,1544,0,8386,8386,29,7.7,626115
1786099192,2022840,14240,83886080,15607869440,1545,0,8390,8390,40,7.7,620195
1786099202,2025468,14240,83886080,15658254336,1545,0,8396,8396,37,7.7,617934
1786099212,2021524,14240,83886080,15705485312,1545,0,8403,8403,35,7.7,620928
1786099222,2017172,14240,83886080,15747469312,1545,0,8410,8410,33,7.7,621730
1786099232,2020712,14240,83886080,15802044416,1546,0,8415,8415,37,7.7,624194
1786099242,2022064,14240,83886080,15858728960,1546,0,8422,8422,35,7.7,622062
1786099252,2023696,14240,83886080,15902806016,1546,0,8428,8428,36,7.7,622244
1786099262,2018924,14240,83886080,15943749632,1546,0,8434,8434,38,7.7,617927
1786099272,2021844,14240,83886080,16003567616,1546,0,8440,8440,38,7.7,621711
1786099282,2021160,14240,83886080,16039256064,1546,0,8446,8446,37,7.7,626737
1786099292,2022876,14240,83886080,16096985088,1546,0,8452,8452,38,7.7,618011
1786099303,2019928,14240,83886080,16154714112,1547,0,8458,8458,42,7.7,621454
1786099313,2015376,14240,83886080,16165208064,1547,0,8461,8461,43,7.7,618079
1786099323,2023972,14240,83886080,16212443136,1547,0,8468,8468,36,7.7,625009
1786099333,2016668,14240,83886080,16270168064,1547,0,8473,8473,43,7.7,620419
1786099343,2015736,14240,83886080,16299560960,1547,0,8477,8477,47,7.7,617908
1786099353,2030492,14240,83886080,16339443712,1547,0,8481,8481,51,7.7,618547
1786099363,2017168,14240,83886080,16402419712,1548,0,8489,8489,32,7.7,618542
1786099373,2027748,14240,83886080,16443355136,1548,0,8493,8493,43,7.7,623284
1786099383,2016340,14240,83886080,16479043584,1548,0,8499,8499,39,7.7,617921
1786099393,2026472,14240,83886080,16519974912,1548,0,8505,8505,41,7.7,622522
1786099403,2018740,14240,83886080,16568258560,1548,0,8513,8513,32,7.7,622316
1786099414,2027712,14240,83886080,16609189888,1549,0,8517,8517,43,7.7,619850
1786099424,2016936,14240,83886080,16672165888,1549,0,8525,8525,33,7.7,622123
