unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit,used_memory_kb
1786137350,2023388,14240,83886080,14805135360,1535,0,29472,29472,37,7.7,624827
1786137360,2029788,14240,83886080,14854463488,1535,0,29477,29477,41,7.7,620213
1786137370,2022664,14240,83886080,14896451584,1535,0,29481,29481,51,7.7,621042
1786137380,2024052,14240,83886080,14932131840,1535,0,29488,29486,51,7.7,621051
1786137390,2030900,14240,83886080,14985666560,1535,0,29493,29493,40,7.7,623394
1786137400,2023176,14240,83886080,15027650560,1535,0,29498,29498,44,7.7,621018
1786137410,2025976,14240,83886080,15060185088,1535,0,29502,29502,55,7.7,617996
1786137420,2025464,14240,83886080,15109521408,1535,0,29510,29510,33,7.7,619598
1786137430,2035408,14240,83886080,15152553984,1535,0,29514,29514,46,7.7,619443
1786137440,2023548,14240,83886080,15186141184,1535,0,29519,29519,47,7.7,620167
1786137450,2026412,14240,83886080,15232323584,1535,0,29527,29527,34,7.7,619878
1786137461,2037740,14240,83886080,15274307584,1535,0,29531,29531,46,7.7,618101
1786137471,2022836,14240,83886080,15308947456,1535,0,29536,29536,49,7.7,630704
1786137481,2029368,14240,83886080,15353032704,1535,0,29543,29543,39,7.7,619590
1786137491,2025408,14240,83886080,15392911360,1535,0,29548,29548,45,7.7,621961
1786137501,2023440,14240,83886080,15426494464,1535,0,29552,29552,53,7.7,618017
1786137511,2028612,14240,83886080,15481077760,1535,0,29560,29560,39,7.7,619399
1786137521,2038524,14240,83886080,15528312832,1535,0,29564,29564,50,7.7,618646
1786137531,2023108,14240,83886080,15568199680,1535,0,29568,29568,53,7.7,620456
1786137541,2029552,14240,83886080,15596535808,1535,0,29572,29572,47,7.7,620712
1786137551,2030360,14240,83886080,15645863936,1535,0,29576,29576,51,7.7,624117
1786137562,2026040,14240,83886080,15697297408,1535,0,29584,29584,35,7.7,621749
1786137572,2022300,14240,83886080,15715135488,1535,0,29584,29584,56,7.7,626920
1786137582,2023160,14240,83886080,15750823936,1535,0,29588,29588,59,7.7,626967
1786137592,2028224,14240,83886080,15809605632,1535,0,29596,29596,39,7.7,617981
1786137602,2034708,14240,83886080,15859982336,1535,0,29601,29601,42,7.7,618740
1786137612,2035636,14240,83886080,15887273984,1535,0,29605,29605,48,7.7,617971
1786137622,2024660,14240,83886080,15930306560,1535,0,29613,29613,35,7.7,621705
1786137632,2037204,14240,83886080,15968092160,1535,0,29617,29617,45,7.7,622416
1786137642,2023952,14240,83886080,15998529536,1535,0,29622,29622,51,7.7,618699
1786137652,2025724,14240,83886080,16033169408,1535,0,29630,29630,37,7.7,620169
1786137663,2034620,14240,83886080,16069902336,1535,0,29634,29634,47,7.7,619289
1786137673,2022868,14240,83886080,16098242560,1535,0,29638,29638,58,7.7,620078
1786137683,2022560,14240,83886080,16110841856,1535,0,29646,29646,40,7.7,617944
1786137693,2022768,14240,83886080,16116088832,1535,0,29650,29650,48,7.7,617931
1786137703,2021760,14240,83886080,16126582784,1535,0,29658,29658,32,7.7,617906
1786137713,2023400,14240,83886080,16132878336,1535,0,29662,29662,41,7.7,621897
1786137723,2022804,14240,83886080,16140222464,1535,0,29666,29666,50,7.7,617957
1786137733,2021396,14240,83886080,16154923008,1535,0,29674,29674,36,7.7,623455
1786137743,2023796,14240,83886080,16165421056,1535,0,29678,29678,42,7.7,619215
1786137753,2022640,14240,83886080,16178016256,1535,0,29683,29683,47,7.7,617957
1786137763,2022552,14240,83886080,16189558784,1535,0,29691,29691,35,7.7,622175
1786137774,2021812,14240,83886080,16199004160,1535,0,29695,29695,46,7.7,621754
1786137784,2022804,14240,83886080,16211595264,1535,0,29703,29703,35,7.7,617898
1786137794,2022740,14240,83886080,16221044736,1535,0,29707,29707,46,7.7,619905
1786137804,2022856,14240,83886080,16232587264,1535,0,29715,29715,36,7.7,617883
1786137814,2024680,14240,83886080,16254636032,1535,0,29719,29719,47,7.7,617982
1786137824,2022168,14240,83886080,16280870912,1535,0,29723,29723,53,7.7,618790
1786137834,2023700,14240,83886080,16311308288,1535,0,29731,29731,38,7.7,619526
1786137844,2022956,14240,83886080,16334401536,1535,0,29736,29736,44,7.7,617946
1786137854,2024156,14240,83886080,16367988736,1535,0,29743,29743,38,7.7,620168
1786137864,2024728,14240,83886080,16387932160,1535,0,29748,29748,42,7.7,617955
1786137875,2024100,14240,83886080,16420470784,1536,0,29755,29755,36,7.7,618046
1786137885,2023768,14240,83886080,16441458688,1536,0,29760,29760,42,7.7,619042
1786137895,2023140,14240,83886080,16464551936,1536,0,29768,29768,29,7.7,622440
1786137905,2023028,14240,83886080,16490790912,1536,0,29772,29772,40,7.7,617909
1786137915,2023976,14240,83886080,16513884160,1536,0,29777,29777,45,7.7,626031
1786137925,2022884,14240,83886080,16540127232,1536,0,29785,29785,35,7.7,618250
1786137935,2023608,14240,83886080,16561115136,1536,0,29790,29790,41,7.7,620395
1786137946,2022764,14240,83886080,16577912832,1536,0,29797,29797,37,7.7,621653
1786137956,2023008,14240,83886080,16595755008,1536,0,29805,29805,32,7.7,621404
1786137966,2023936,14240,83886080,16609398784,1536,0,29810,29810,39,7.7,617976
1786137976,2023684,14240,83886080,16621993984,1536,0,29814,29814,37,7.7,618605
1786137986,2024180,14240,83886080,16642985984,1536,0,29818,29818,40,7.7,617961
1786137996,2023600,14240,83886080,16657682432,1536,0,29822,29822,48,7.7,624377
1786138006,2022084,14240,83886080,16679723008,1536,0,29830,29830,35,7.7,621278
1786138016,2024736,14240,83886080,16692318208,1536,0,29834,29834,41,7.7,619923
1786138026,2023892,14240,83886080,16708059136,1537,0,29842,29842,31,7.7,617912
1786138036,2024108,14240,83886080,16726953984,1537,0,29846,29846,42,7.7,618013
1786138046,2022440,14240,83886080,15666843648,1537,0,29852,29851,45,7.7,620294
1786138056,2023384,14240,83886080,15681540096,1537,0,29858,29858,41,7.7,618063
1786138067,2022488,14240,83886080,15697293312,1537,0,29863,29863,46,7.7,617975
1786138077,2022256,14240,83886080,15713038336,1537,0,29871,29871,32,7.7,618313
1786138087,2023016,14240,83886080,15725633536,1537,0,29875,29875,42,7.7,617867
1786138097,2022048,14240,83886080,15740334080,1537,0,29881,29881,44,7.7,617965
1786138107,2023364,14240,83886080,15752929280,1537,0,29889,29889,35,7.7,618864
1786138117,2024480,14240,83886080,15764475904,1537,0,29895,29895,37,7.7,619915
1786138127,2022228,14240,83886080,15778119680,1537,0,29901,29901,39,7.7,617905
1786138137,2023192,14240,83886080,15793864704,1537,0,29909,29909,32,7.7,618621
1786138147,2023556,14240,83886080,15805411328,1537,0,29913,29913,42,7.7,619445
1786138157,2022712,14240,83886080,15820107776,1537,0,29917,29917,50,7.7,617938
1786138167,2022404,14240,83886080,15836901376,1537,0,29925,29925,38,7.7,617970
1786138178,2023232,14240,83886080,15847391232,1537,0,29930,29930,43,7.7,620025
1786138188,2022748,14240,83886080,15861039104,1537,0,29934,29934,50,7.7,620202
1786138198,2023340,14240,83886080,15869435904,1537,0,29938,29938,51,7.7,621205
1786138208,2022372,14240,83886080,15888330752,1537,0,29946,29946,32,7.7,619744
1786138218,2023656,14240,83886080,15906168832,1538,0,29951,29951,37,7.7,618032
1786138228,2022992,14240,83886080,15919820800,1538,0,29958,29958,32,7.7,624951
1786138238,2023324,14240,83886080,15934517248,1538,0,29963,29963,37,7.7,617922
1786138248,2023080,14240,83886080,15952355328,1538,0,29970,29970,34,7.7,617978
1786138258,2021868,14240,83886080,15956553728,1538,0,29972,29972,47,7.7,620294
1786138268,2022964,14240,83886080,14892244992,1538,0,29976,29976,54,7.7,620580
1786138278,2028384,14240,83886080,14921646080,1538,0,29984,29984,38,7.7,617999
1786138288,2037392,14240,83886080,14956290048,1538,0,29988,29988,46,7.7,618647
1786138299,2022136,14240,83886080,14989877248,1538,0,29992,29992,54,7.7,619293
1786138309,2025204,14240,83886080,15030808576,1538,0,30000,30000,37,7.7,619411
1786138319,2034916,14240,83886080,15063351296,1538,0,30004,30004,45,7.7,617915
1786138329,2032932,14240,83886080,14015836160,1538,0,30009,30009,45,7.7,621589
1786138339,2026960,14240,83886080,14052573184,1538,0,30016,30016,37,7.7,619494
1786138349,2032420,14240,83886080,14079864832,1538,0,30021,30021,42,7.7,617972
1786138359,2023692,14240,83886080,13027098624,1538,0,30025,30025,51,7.7,618433
1786138369,2029896,14240,83886080,13055438848,1538,0,30033,30033,37,7.7,617980
1786138379,2022680,14240,83886080,13079580672,1538,0,30039,30039,39,7.7,619498
1786138389,2031784,14240,83886080,13100593152,1538,0,30045,30045,39,7.7,620795
1786138399,2023568,14240,83886080,13124734976,1538,0,30053,30053,33,7.7,617895
1786138409,2025316,14240,83886080,13149941760,1538,0,30059,30058,40,7.7,621775
1786138420,2023684,14240,83886080,13162536960,1538,0,30065,30065,35,7.7,620040
1786138430,2032208,14240,83886080,13187727360,1538,0,30070,30070,42,7.7,620027
1786138440,2024108,14240,83886080,13208723456,1538,0,30075,30075,47,7.7,620533
1786138450,2023744,14240,83886080,13229711360,1538,0,30083,30083,34,7.7,618439
1786138460,2033496,14240,83886080,13256998912,1538,0,30087,30087,44,7.7,622928
1786138470,2022440,14240,83886080,13276946432,1538,0,30092,30092,48,7.7,627508
1786138481,2027152,14240,83886080,13284290560,1538,0,30096,30096,48,7.7,620576
1786138491,2034036,14240,83886080,13311582208,1538,0,30100,30100,49,7.7,619931
1786138501,2025132,14240,83886080,13334671360,1538,0,30108,30108,36,7.7,619597
1786138511,2022536,14240,83886080,13342019584,1538,0,30108,30108,57,7.7,617968
1786138521,2023116,14240,83886080,13359861760,1538,0,30116,30116,31,7.7,619645
1786138531,2030756,14240,83886080,13385052160,1537,0,30120,30120,44,7.7,623133
1786138541,2023324,14240,83886080,13408145408,1537,0,30125,30124,48,7.7,627821
1786138551,2022712,14240,83886080,13411291136,1537,0,30129,30129,43,7.7,618473
1786138561,2030036,14240,83886080,13437530112,1537,0,30133,30133,42,7.7,619114
1786138571,2021304,14240,83886080,13458530304,1537,0,30141,30141,30,7.7,618899
1786138582,2025588,14240,83886080,13478469632,1537,0,30145,30145,41,7.7,621179
1786138592,2032276,14240,83886080,13502607360,1537,0,30150,30150,45,7.7,619590
1786138602,2025464,14240,83886080,13523599360,1537,0,30158,30158,36,7.7,619611
1786138612,2028744,14240,83886080,13541445632,1537,0,30162,30162,43,7.7,625131
1786138622,2023636,14240,83886080,13564530688,1537,0,30169,30168,40,7.7,619743
1786138632,2027796,14240,83886080,13588672512,1537,0,30175,30175,38,7.7,620283
1786138642,2023480,14240,83886080,13605470208,1537,0,30179,30179,49,7.7,622246
1786138652,2028820,14240,83886080,13629607936,1537,0,30187,30187,39,7.7,618505
1786138662,2023708,14240,83886080,13650599936,1537,0,30194,30194,34,7.7,621417
1786138673,2026484,14240,83886080,13671596032,1537,0,30199,30199,42,7.7,620134
1786138683,2032180,14240,83886080,13695733760,1536,0,30204,30204,45,7.7,621242
1786138693,2025036,14240,83886080,13716725760,1536,0,30212,30212,36,7.7,617985
1786138703,2025300,14240,83886080,13734567936,1536,0,30216,30216,43,7.7,625773
1786138713,2033596,14240,83886080,13758709760,1536,0,30220,30220,48,7.7,618809
1786138723,2021936,14240,83886080,13780750336,1536,0,30228,30228,35,7.7,618620
1786138733,2021976,14240,83886080,13794398208,1536,0,30228,30228,60,7.7,618023
1786138744,2033796,14240,83886080,13806993408,1536,0,30232,30232,60,7.7,617992
1786138754,2024948,14240,83886080,13829033984,1536,0,30240,30240,35,7.7,620275
1786138764,2031448,14240,83886080,13854224384,1536,0,30244,30244,46,7.7,617933
1786138774,2030912,14240,83886080,13872066560,1536,0,30249,30249,48,7.7,620134
1786138784,2026964,14240,83886080,13894111232,1536,0,30256,30256,36,7.7,623879
1786138794,2031236,14240,83886080,13916147712,1536,0,30261,30261,42,7.7,620312
1786138804,2023152,14240,83886080,13932941312,1536,0,30269,30269,33,7.7,620221
1786138814,2030616,14240,83886080,13952888832,1536,0,30273,30273,43,7.7,617920
1786138824,2022620,14240,83886080,13979127808,1535,0,30279,30279,43,7.7,621287
1786138834,2026768,14240,83886080,14007463936,1535,0,30285,30285,40,7.7,620616
1786138844,2024172,14240,83886080,14029508608,1535,0,30290,30290,47,7.7,620513
1786138855,2026124,14240,83886080,14056796160,1535,0,30297,30297,41,7.7,618278
1786138865,2029508,14240,83886080,14086184960,1535,0,30302,30302,46,7.7,621031
1786138875,2026212,14240,83886080,14125023232,1535,0,30310,30310,36,7.7,617997
1786138885,2039652,14240,83886080,14165954560,1535,0,30314,30314,47,7.7,623267
1786138895,2023968,14240,83886080,14196396032,1535,0,30319,30319,51,7.7,618017
1786138905,2024684,14240,83886080,14214238208,1535,0,30326,30326,28,7.7,618400
1786138915,2036868,14240,83886080,14258319360,1535,0,30330,30330,45,7.7,618541
1786138925,2021812,14240,83886080,14289805312,1535,0,30336,30336,40,7.7,617999
1786138935,2024704,14240,83886080,14333894656,1535,0,30342,30342,39,7.7,618088
1786138945,2036152,14240,83886080,14383218688,1534,0,30346,30346,45,7.7,618051
1786138956,2024244,14240,83886080,14445150208,1535,0,30354,30354,32,7.7,625271
1786138966,2029044,14240,83886080,14485032960,1535,0,30358,30358,39,7.7,618131
1786138976,2022808,14240,83886080,14537515008,1535,0,30363,30363,44,7.7,618010
1786138986,2030028,14240,83886080,14600486912,1535,0,30370,30370,40,7.7,621462
1786138996,2022620,14240,83886080,14622531584,1535,0,30373,30371,55,7.7,627394
1786139006,2028172,14240,83886080,14655074304,1535,0,30378,30378,40,7.7,619522
1786139016,2025184,14240,83886080,14697054208,1534,0,30385,30384,44,7.7,620207
1786139026,2031680,14240,83886080,14755831808,1534,0,30391,30391,39,7.7,620945
1786139036,2028060,14240,83886080,14796767232,1534,0,30396,30396,47,7.7,620552
1786139046,2026636,14240,83886080,14870237184,1534,0,30404,30404,36,7.7,619432
1786139057,2026844,14240,83886080,14930071552,1535,0,30408,30408,46,7.7,629585
1786139067,2021844,14240,83886080,14999343104,1535,0,30416,30416,31,7.7,621072
1786139077,2033560,14240,83886080,15068618752,1535,0,30420,30420,41,7.7,620614
1786139087,2023716,14240,83886080,15117942784,1535,0,30425,30425,44,7.7,620777
1786139097,2030000,14240,83886080,15180918784,1535,0,30432,30432,36,7.7,620360
1786139107,2037344,14240,83886080,15247044608,1535,0,30437,30437,43,7.7,619790
1786139117,2022668,14240,83886080,15299526656,1535,0,30441,30441,51,7.7,617985
1786139127,2030704,14240,83886080,15376150528,1535,0,30449,30449,37,7.7,621405
1786139137,2023320,14240,83886080,15440171008,1535,0,30454,30454,44,7.7,620259
1786139148,2024196,14240,83886080,15488454656,1535,0,30458,30458,48,7.7,619936
1786139158,2029576,14240,83886080,15527288832,1535,0,30463,30463,40,7.7,618098
1786139168,2025832,14240,83886080,15590260736,1535,0,30470,30470,32,7.7,618043
1786139178,2030264,14240,83886080,15641694208,1535,0,30475,30475,39,7.7,618007
1786139188,2024020,14240,83886080,15661637632,1535,0,30480,30480,44,7.7,617990
1786139198,2023420,14240,83886080,15691030528,1535,0,30488,30488,33,7.7,617945
1786139208,2024288,14240,83886080,15716212736,1536,0,30492,30492,44,7.7,619531
1786139218,2023296,14240,83886080,15741403136,1536,0,30499,30499,35,7.7,619359
1786139228,2023416,14240,83886080,15762395136,1536,0,30505,30505,39,7.7,617920
1786139238,2023404,14240,83886080,15776047104,1536,0,30512,30512,35,7.7,620159
1786139248,2022612,14240,83886080,15778144256,1536,0,30512,30512,53,7.7,619749
1786139259,2023568,14240,83886080,15781298176,1536,0,30520,30520,35,7.7,622074
1786139269,2023804,14240,83886080,15784443904,1536,0,30524,30524,45,7.7,618056
1786139279,2023024,14240,83886080,15787589632,1536,0,30529,30529,49,7.7,617930
1786139289,2022964,14240,83886080,15790735360,1536,0,30536,30536,41,7.7,617883
1786139299,2023868,14240,83886080,15792832512,1536,0,30542,30542,40,7.7,617937
1786139309,2021968,14240,83886080,15797043200,1536,0,30549,30549,34,7.7,620458
1786139319,2023948,14240,83886080,15799140352,1536,0,30554,30554,40,7.7,621344
1786139329,2022656,14240,83886080,15802286080,1536,0,30562,30562,33,7.7,619822
1786139339,2024012,14240,83886080,15804383232,1536,0,30567,30567,40,7.7,619904
1786139349,2022652,14240,83886080,15807528960,1536,0,30573,30573,38,7.7,620650
1786139360,2022672,14240,83886080,15814873088,1536,0,30580,30580,36,7.7,617933
1786139370,2023344,14240,83886080,15823273984,1536,0,30586,30586,37,7.7,621961
1786139380,2023528,14240,83886080,15833776128,1536,0,30592,30592,38,7.7,619055
1786139390,2024196,14240,83886080,15846371328,1536,0,30598,30598,39,7.7,621546
1786139400,2023452,14240,83886080,15849517056,1536,0,30600,30600,47,7.7,620549
1786139410,2023356,14240,83886080,15865257984,1536,0,30608,30608,33,7.7,622790
1786139420,2024064,14240,83886080,15873654784,1536,0,30612,30612,41,7.7,617958
1786139430,2023144,14240,83886080,15882051584,1536,0,30617,30617,47,7.7,619843
1786139440,2023236,14240,83886080,15892549632,1536,0,30624,30624,38,7.7,617913
1786139450,2023744,14240,83886080,15907241984,1536,0,30630,30630,40,7.7,618996
1786139460,2022148,14240,83886080,15928238080,1536,0,30637,30637,37,7.7,621985
1786139470,2022172,14240,83886080,15933480960,1536,0,30637,30637,51,7.7,619128
1786139481,2022948,14240,83886080,15964971008,1536,0,30645,30645,35,7.7,619126
1786139491,2023476,14240,83886080,15987015680,1536,0,30650,30650,40,7.7,617954
1786139501,2023308,14240,83886080,16009056256,1536,0,30655,30654,49,7.7,621470
1786139511,2022828,14240,83886080,16028999680,1536,0,30659,30659,39,7.7,619664
1786139521,2024892,14240,83886080,16048939008,1536,0,30663,30663,48,7.7,617956
1786139531,2024088,14240,83886080,16080424960,1536,0,30671,30671,34,7.7,619334
1786139541,2023308,14240,83886080,16098267136,1536,0,30676,30676,40,7.7,617932
1786139551,2023268,14240,83886080,16120315904,1536,0,30683,30683,31,7.7,619424
1786139561,2024252,14240,83886080,16139202560,1536,0,30688,30688,39,7.7,618005
1786139572,2024076,14240,83886080,16158097408,1536,0,30692,30692,47,7.7,622748
1786139582,2023584,14240,83886080,16188534784,1537,0,30700,30700,33,7.7,620270
1786139592,2024708,14240,83886080,16211628032,1537,0,30705,30705,41,7.7,621063
1786139602,2021560,14240,83886080,16215822336,1537,0,30708,30708,45,7.7,623962
1786139612,2022268,14240,83886080,16238915584,1537,0,30714,30714,39,7.7,619145
1786139622,2022968,14240,83886080,16257810432,1537,0,30720,30720,41,7.7,619343
1786139632,2023544,14240,83886080,16273555456,1537,0,30726,30726,42,7.7,623876
1786139642,2023476,14240,83886080,16289300480,1537,0,30732,30732,40,7.7,621260
1786139652,2022968,14240,83886080,16308191232,1537,0,30740,30740,32,7.7,617922
1786139662,2023128,14240,83886080,16332328960,1537,0,30746,30746,34,7.7,617918
1786139673,2024284,14240,83886080,16340729856,1537,0,30750,30750,42,7.7,619373
1786139683,2023684,14240,83886080,16363819008,1537,0,30758,30758,31,7.7,617951
1786139693,2022356,14240,83886080,16372219904,1537,0,30762,30762,40,7.7,617988
1786139703,2024092,14240,83886080,16380612608,1537,0,30767,30767,41,7.7,620983
1786139713,2023412,14240,83886080,16396361728,1537,0,30774,30774,37,7.7,617994
1786139723,2023068,14240,83886080,16410001408,1537,0,30779,30779,44,7.7,617982
1786139733,2021932,14240,83886080,16432046080,1537,0,30786,30786,35,7.7,617927
1786139743,2023204,14240,83886080,16444645376,1537,0,30791,30791,44,7.7,619969
1786139753,2022120,14240,83886080,16460382208,1537,0,30795,30795,50,7.7,617854
1786139763,2022732,14240,83886080,16483475456,1537,0,30803,30803,35,7.7,621281
1786139774,2023792,14240,83886080,16500269056,1537,0,30807,30807,44,7.7,617936
1786139784,2023520,14240,83886080,16523358208,1537,0,30815,30815,34,7.7,620050
1786139794,2028540,14240,83886080,16544354304,1537,0,30820,30820,41,7.7,618353
1786139804,2024716,14240,83886080,16583184384,1537,0,30827,30827,34,7.7,621189
1786139814,2030180,14240,83886080,16618872832,1537,0,30832,30832,39,7.7,621185
1786139824,2035192,14240,83886080,16652464128,1538,0,30836,30836,50,7.7,619329
1786139834,2023392,14240,83886080,16694444032,1538,0,30844,30844,34,7.7,619340
1786139844,2032224,14240,83886080,16733282304,1538,0,30848,30848,44,7.7,617968
1786139854,2022812,14240,83886080,16773165056,1538,0,30856,30856,33,7.7,617966
1786139864,2031732,14240,83886080,16807796736,1538,0,30860,30860,43,7.7,617980
1786139874,2024136,14240,83886080,16840339456,1538,0,30868,30868,33,7.7,622403
1786139885,2026376,14240,83886080,16868675584,1538,0,30873,30873,39,7.7,619001
1786139895,2036864,14240,83886080,15823265792,1538,0,30877,30877,47,7.7,617911
1786139905,2026388,14240,83886080,14771539968,1538,0,30885,30885,35,7.7,621249
1786139915,2030812,14240,83886080,14798827520,1538,0,30889,30889,46,7.7,623476
1786139925,2024444,14240,83886080,14832410624,1538,0,30897,30897,32,7.7,620393
1786139935,2028216,14240,83886080,14870200320,1538,0,30902,30902,38,7.7,620112
1786139945,2032080,14240,83886080,14903787520,1538,0,30906,30906,44,7.7,617888
1786139955,2023264,14240,83886080,14946820096,1538,0,30914,30914,32,7.7,622559
1786139965,2031316,14240,83886080,14988820480,1538,0,30918,30918,41,7.7,620638
1786139975,2033920,14240,83886080,15025565696,1538,0,30922,30922,49,7.7,621002
1786139985,2024592,14240,83886080,15071744000,1538,0,30930,30930,33,7.7,623865
1786139996,2026672,14240,83886080,15104282624,1538,0,30935,30935,38,7.7,617976
1786140006,2022576,14240,83886080,15115829248,1538,0,30935,30935,56,7.7,625328
1786140016,2021228,14240,83886080,12993519616,1538,0,30943,30943,32,7.7,617962
1786140026,2029696,14240,83886080,13018722304,1538,0,30947,30947,43,7.7,617927
1786140036,2022608,14240,83886080,13047062528,1538,0,30951,30951,49,7.7,624944
1786140046,2022792,14240,83886080,13048111104,1538,0,30951,30951,67,7.7,618744
1786140056,2027796,14240,83886080,13075415040,1538,0,30959,30959,40,7.7,619540
1786140066,2031244,14240,83886080,13102702592,1538,0,30963,30963,51,7.7,617993
1786140076,2023124,14240,83886080,13121597440,1538,0,30968,30968,50,7.7,622200
1786140087,2029696,14240,83886080,13132091392,1538,0,30972,30972,47,7.7,617887
1786140097,2023764,14240,83886080,13157281792,1538,0,30978,30978,41,7.7,626425
1786140107,2031932,14240,83886080,13184573440,1538,0,30984,30984,41,7.7,619090
1786140117,2030292,14240,83886080,13203464192,1538,0,30990,30990,41,7.7,619916
1786140127,2022996,14240,83886080,13229707264,1538,0,30997,30997,35,7.7,617960
1786140137,2034644,14240,83886080,13255942144,1538,0,31002,31002,45,7.7,621800
1786140147,2025736,14240,83886080,13270642688,1538,0,31009,31009,40,7.7,620363
1786140157,2025200,14240,83886080,13289533440,1538,0,31017,31016,36,7.7,619153
1786140168,2027724,14240,83886080,13316820992,1538,0,31022,31022,38,7.7,621749
1786140178,2026932,14240,83886080,13333610496,1538,0,31026,31026,44,7.7,617952
1786140188,2027220,14240,83886080,13356707840,1538,0,31034,31034,35,7.7,619057
1786140198,2024824,14240,83886080,13380845568,1537,0,31041,31041,34,7.7,617913
1786140208,2022780,14240,83886080,13388197888,1537,0,31042,31042,50,7.7,617993
1786140218,2023264,14240,83886080,13408137216,1537,0,31050,31050,32,7.7,619257
1786140228,2031340,14240,83886080,13435424768,1537,0,31054,31054,42,7.7,617935
1786140238,2022756,14240,83886080,13458518016,1537,0,31058,31058,52,7.7,617974
1786140248,2023892,14240,83886080,13463764992,1537,0,31062,31062,47,7.7,619946
1786140258,2032940,14240,83886080,13491056640,1537,0,31066,31066,46,7.7,618657
1786140268,2024264,14240,83886080,13514145792,1537,0,31074,31074,33,7.7,623178
1786140278,2027864,14240,83886080,13534085120,1537,0,31078,31078,45,7.7,619870
1786140289,2024152,14240,83886080,13558226944,1537,0,31084,31083,47,7.7,620717
1786140299,2027244,14240,83886080,13584470016,1537,0,31091,31091,38,7.7,619954
1786140309,2029976,14240,83886080,13603364864,1537,0,31096,31096,44,7.7,620466
1786140319,2025156,14240,83886080,13628551168,1537,0,31103,31103,36,7.7,619650
1786140329,2030728,14240,83886080,13653741568,1537,0,31108,31108,42,7.7,619706
1786140339,2022776,14240,83886080,13657939968,1537,0,31110,31109,56,7.7,627525
1786140349,2028484,14240,83886080,13681033216,1537,0,31116,31116,38,7.7,619814
1786140360,2022684,14240,83886080,13706223616,1537,0,31122,31122,41,7.7,618598
1786140370,2024060,14240,83886080,13723017216,1536,0,31129,31129,37,7.7,620108
1786140380,2029436,14240,83886080,13748207616,1536,0,31134,31134,42,7.7,621396
1786140390,2024396,14240,83886080,13776543744,1536,0,31142,31142,35,7.7,621152
1786140400,2028984,14240,83886080,13801734144,1536,0,31146,31146,47,7.7,618002
1786140410,2024144,14240,83886080,13827977216,1536,0,31154,31154,33,7.7,621253
1786140420,2030204,14240,83886080,13859463168,1536,0,31159,31159,37,7.7,619761
1786140430,2022184,14240,83886080,13880455168,1536,0,31163,31163,48,7.7,618030
1786140440,2031156,14240,83886080,13893054464,1536,0,31167,31167,51,7.7,622241
1786140450,2022936,14240,83886080,13924540416,1536,0,31171,31171,53,7.7,620029
1786140461,2027396,14240,83886080,13953933312,1536,0,31179,31179,38,7.7,621399
1786140471,2034568,14240,83886080,13979119616,1536,0,31183,31183,50,7.7,618524
1786140481,2028144,14240,83886080,14007455744,1535,0,31191,31191,37,7.7,619876
1786140491,2029248,14240,83886080,14032646144,1535,0,31195,31195,48,7.7,622009
1786140501,2025148,14240,83886080,14059933696,1535,0,31203,31203,36,7.7,618005
1786140511,2032372,14240,83886080,14092472320,1535,0,31208,31208,44,7.7,618028
1786140521,2023832,14240,83886080,14120816640,1535,0,31215,31215,37,7.7,620479
1786140531,2030436,14240,83886080,14161747968,1535,0,31220,31220,38,7.7,620955
1786140541,2023992,14240,83886080,14199537664,1535,0,31228,31228,31,7.7,619965
1786140551,2025804,14240,83886080,14237323264,1535,0,31232,31232,40,7.7,621410
1786140561,2036380,14240,83886080,14275108864,1535,0,31237,31237,45,7.7,622737
1786140571,2024428,14240,83886080,14327586816,1535,0,31245,31245,35,7.7,619004
1786140581,2030080,14240,83886080,14377967616,1535,0,31249,31249,42,7.7,618010
1786140592,2023568,14240,83886080,14432546816,1535,0,31253,31253,49,7.7,620662
1786140602,2026068,14240,83886080,14507069440,1535,0,31261,31261,36,7.7,618918
1786140612,2030792,14240,83886080,14555353088,1535,0,31265,31265,43,7.7,619692
1786140622,2022568,14240,83886080,14617276416,1535,0,31269,31269,48,7.7,624748
1786140632,2027480,14240,83886080,14700199936,1535,0,31277,31277,36,7.7,623468
1786140642,2022164,14240,83886080,14724337664,1535,0,31280,31278,51,7.7,628679
1786140652,2031712,14240,83886080,14769467392,1535,0,31285,31285,34,7.7,624727
1786140662,2034200,14240,83886080,14829297664,1535,0,31290,31290,44,7.7,617966
1786140672,2027220,14240,83886080,14902767616,1535,0,31298,31298,34,7.7,622226
1786140683,2023836,14240,83886080,14923755520,1535,0,31298,31298,52,7.7,628530
1786140693,2023896,14240,83886080,14968893440,1535,0,31306,31306,32,7.7,621085
1786140703,2024020,14240,83886080,15000379392,1535,0,31311,31311,38,7.7,620991
1786140714,2023252,14240,83886080,15036067840,1535,0,31316,31316,43,7.7,625225
1786140724,2023580,14240,83886080,15082246144,1535,0,31324,31324,35,7.7,617942
1786140734,2022764,14240,83886080,15116886016,1536,0,31331,31331,31,7.7,619749
1786140744,2023644,14240,83886080,15146278912,1536,0,31336,31336,38,7.7,623310
1786140754,2023224,14240,83886080,15178813440,1536,0,31343,31343,34,7.7,620619
1786140764,2024156,14240,83886080,15206100992,1536,0,31348,31348,41,7.7,617895
