unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit,used_memory_kb,tier_committed_bytes,tier_index_bytes,log_staging_bytes,ckpt_buffer_bytes
1786267879,3343680,14240,83886080,22223470592,1539,0,8971,8971,68,7.3,620793,2155872256,570425344,33554432,7340396
1786267889,3343680,14240,83886080,22223470592,1539,0,8975,8975,62,7.3,617856,2155872256,570425344,33554432,7340396
1786267899,3343680,14240,83886080,22223470592,1539,0,8979,8979,54,7.3,619272,2155872256,570425344,33554432,7340396
1786267909,3343680,14240,83886080,22223470592,1539,0,8980,8980,77,7.3,622459,2155872256,570425344,33554432,7340396
1786267919,3343680,14240,83886080,22223470592,1539,0,8984,8984,70,7.3,618588,2155872256,570425344,33554432,7340396
1786267929,3343680,14240,83886080,22223470592,1539,0,8988,8988,56,7.3,622351,2155872256,570425344,33554432,7340396
1786267939,3343680,14240,83886080,22223470592,1539,0,8988,8988,89,7.3,623218,2155872256,570425344,33554432,7340396
1786267949,3343680,14240,83886080,22223470592,1539,0,8992,8992,78,7.3,618772,2155872256,570425344,33554432,7340396
1786267959,3343680,14240,83886080,22223470592,1539,0,8996,8996,70,7.3,617792,2155872256,570425344,33554432,7340396
1786267970,3343680,14240,83886080,22223470592,1539,0,9000,9000,63,7.3,620034,2155872256,570425344,33554432,7340396
1786267980,3343680,14240,83886080,22223470592,1539,0,9004,9004,59,7.3,619125,2155872256,570425344,33554432,7340396
1786267990,3343680,14240,83886080,22223470592,1539,0,9008,9008,52,7.3,620026,2155872256,570425344,33554432,4718826
1786268000,3343680,14240,83886080,22223470592,1539,0,9009,9009,75,7.3,623794,2155872256,570425344,33554432,7340396
1786268010,3343680,14240,83886080,22223470592,1539,0,9013,9013,66,7.3,619698,2155872256,570425344,33554432,7340396
1786268020,3343680,14240,83886080,22223470592,1539,0,9013,9013,93,7.3,617884,2155872256,570425344,33554432,7340396
1786268030,3343680,14240,83886080,22223470592,1539,0,9017,9017,84,7.3,617849,2155872256,570425344,33554432,7340396
1786268040,3343680,14240,83886080,22223470592,1539,0,9021,9021,62,7.3,617809,2155872256,570425344,33554432,7340396
1786268050,3343680,14240,83886080,22223470592,1539,0,9025,9025,55,7.3,620373,2155872256,570425344,33554432,7340396
1786268060,3343680,14240,83886080,22223470592,1539,0,9029,9029,49,7.3,626355,2155872256,570425344,33554432,5243140
1786268070,3343680,14240,83886080,22223470592,1539,0,9030,9030,74,7.3,620346,2155872256,570425344,33554432,7340396
1786268081,3343680,14240,83886080,22223470592,1539,0,9034,9034,68,7.3,617828,2155872256,570425344,33554432,7340396
1786268091,3343680,14240,83886080,22223470592,1539,0,9038,9038,63,7.3,617790,2155872256,570425344,33554432,6291768
1786268101,3343680,14240,83886080,22223470592,1539,0,9041,9041,63,7.3,617859,2155872256,570425344,33554432,7340396
1786268111,3343680,14240,83886080,22223470592,1539,0,9043,9042,86,7.3,619475,2155872256,570425344,33554432,5767454
1786268121,3343680,14240,83886080,22223470592,1539,0,9046,9046,81,7.3,618584,2155872256,570425344,33554432,7340396
1786268131,3343680,14240,83886080,22223470592,1539,0,9050,9050,72,7.3,617919,2155872256,570425344,33554432,7340396
1786268141,3343680,14240,83886080,22223470592,1539,0,9054,9054,66,7.3,621585,2155872256,570425344,33554432,7340396
1786268151,3343680,14240,83886080,22223470592,1539,0,9058,9058,59,7.3,617834,2155872256,570425344,33554432,7340396
1786268161,3343680,14240,83886080,22223470592,1539,0,9062,9062,54,7.3,621330,2155872256,570425344,33554432,7340396
1786268171,3343680,14240,83886080,22223470592,1539,0,9063,9063,78,7.3,622732,2155872256,570425344,33554432,7340396
1786268181,3343680,14240,83886080,22223470592,1539,0,9067,9067,71,7.3,624704,2155872256,570425344,33554432,7340396
1786268191,3343680,14240,83886080,22223470592,1539,0,9070,9070,72,7.3,621361,2155872256,570425344,33554432,7340396
1786268201,3343680,14240,83886080,22223470592,1539,0,9074,9074,54,7.3,620120,2155872256,570425344,33554432,4718826
1786268212,3343680,14240,83886080,22223470592,1539,0,9075,9075,73,7.3,618726,2155872256,570425344,33554432,6816082
1786268222,3343680,14240,83886080,22223470592,1539,0,9078,9078,74,7.3,618530,2155872256,570425344,33554432,7340396
1786268232,3343680,14240,83886080,22223470592,1539,0,9082,9082,68,7.3,620068,2155872256,570425344,33554432,7340396
1786268242,3343680,14240,83886080,22223470592,1539,0,9086,9086,62,7.3,622316,2155872256,570425344,33554432,7340396
1786268252,3343680,14240,83886080,22223470592,1539,0,9090,9090,54,7.3,623730,2155872256,570425344,33554432,7340396
1786268262,3343680,14240,83886080,22223470592,1539,0,9091,9091,77,7.3,617845,2155872256,570425344,33554432,7340396
1786268272,3343680,14240,83886080,22223470592,1539,0,9094,9094,73,7.3,624849,2155872256,570425344,33554432,7340396
1786268282,3343680,14240,83886080,22223470592,1539,0,9098,9098,69,7.3,619849,2155872256,570425344,33554432,7340396
1786268292,3343680,14240,83886080,22223470592,1539,0,9102,9102,61,7.3,617863,2155872256,570425344,33554432,7340396
1786268302,3343680,14240,83886080,22223470592,1539,0,9106,9106,58,7.3,617777,2155872256,570425344,33554432,7340396
1786268312,3343680,14240,83886080,22223470592,1539,0,9110,9110,53,7.3,617896,2155872256,570425344,33554432,7340396
1786268323,3343680,14240,83886080,22223470592,1539,0,9111,9111,74,7.3,624323,2155872256,570425344,33554432,7340396
1786268333,3343680,14240,83886080,22223470592,1539,0,9115,9115,69,7.3,617845,2155872256,570425344,33554432,7340396
1786268343,3343680,14240,83886080,22223470592,1539,0,9119,9119,65,7.3,619002,2155872256,570425344,33554432,7340396
1786268353,3343680,14240,83886080,22223470592,1539,0,9123,9123,60,7.3,620457,2155872256,570425344,33554432,7340396
1786268363,3343680,14240,83886080,22223470592,1539,0,9127,9127,52,7.3,622382,2155872256,570425344,33554432,6816082
1786268373,3343680,14240,83886080,22223470592,1539,0,9130,9130,54,7.3,621324,2155872256,570425344,33554432,4718826
1786268383,3343680,14240,83886080,22223470592,1539,0,9131,9131,78,7.3,620725,2155872256,570425344,33554432,7340396
1786268393,3343680,14240,83886080,22223470592,1539,0,9135,9135,70,7.3,620250,2155872256,570425344,33554432,7340396
1786268403,3343680,14240,83886080,22223470592,1539,0,9139,9139,61,7.3,618538,2155872256,570425344,33554432,7340396
1786268413,3343680,14240,83886080,22223470592,1539,0,9143,9143,55,7.3,617873,2155872256,570425344,33554432,7340396
1786268423,3343680,14240,83886080,22223470592,1539,0,9147,9147,48,7.3,623763,2155872256,570425344,33554432,5243140
1786268433,3343680,14240,83886080,22223470592,1539,0,9147,9147,78,7.3,617883,2155872256,570425344,33554432,7340396
1786268444,3343680,14240,83886080,22223470592,1539,0,9151,9151,73,7.3,619790,2155872256,570425344,33554432,7340396
1786268454,3343680,14240,83886080,22223470592,1539,0,9155,9155,62,7.3,619650,2155872256,570425344,33554432,7340396
1786268464,3343680,14240,83886080,22223470592,1539,0,9159,9159,59,7.3,617824,2155872256,570425344,33554432,7340396
1786268474,3343680,14240,83886080,22223470592,1539,0,9163,9163,54,7.3,623762,2155872256,570425344,33554432,7340396
1786268484,3343680,14240,83886080,22223470592,1539,0,9164,9164,78,7.3,621176,2155872256,570425344,33554432,7340396
1786268494,3343680,14240,83886080,22223470592,1539,0,9168,9168,73,7.3,617827,2155872256,570425344,33554432,7340396
1786268504,3343680,14240,83886080,22223470592,1539,0,9172,9172,64,7.3,618888,2155872256,570425344,33554432,7340396
1786268514,3343680,14240,83886080,22223470592,1539,0,9176,9176,58,7.3,618623,2155872256,570425344,33554432,7340396
1786268524,3343680,14240,83886080,22223470592,1539,0,9180,9180,55,7.3,618023,2155872256,570425344,33554432,7340396
1786268535,3343680,14240,83886080,22223470592,1539,0,9184,9184,49,7.3,617804,2155872256,570425344,33554432,6291768
1786268545,3343680,14240,83886080,22223470592,1539,0,9184,9184,76,7.3,619861,2155872256,570425344,33554432,7340396
1786268555,3343680,14240,83886080,22223470592,1539,0,9188,9188,70,7.3,617850,2155872256,570425344,33554432,7340396
1786268565,3343680,14240,83886080,22223470592,1539,0,9192,9192,58,7.3,619829,2155872256,570425344,33554432,7340396
1786268575,3343680,14240,83886080,22223470592,1539,0,9196,9196,50,7.3,617758,2155872256,570425344,33554432,4718826
1786268585,3343680,14240,83886080,22223470592,1539,0,9197,9197,73,7.3,619007,2155872256,570425344,33554432,7340396
1786268595,3343680,14240,83886080,22223470592,1539,0,9197,9197,95,7.3,626436,2155872256,570425344,33554432,7340396
1786268605,3343680,14240,83886080,22223470592,1539,0,9201,9201,88,7.3,621080,2155872256,570425344,33554432,7340396
1786268615,3343680,14240,83886080,22223470592,1539,0,9205,9205,70,7.3,622214,2155872256,570425344,33554432,7340396
1786268625,3343680,14240,83886080,22223470592,1539,0,9209,9209,63,7.3,619292,2155872256,570425344,33554432,7340396
1786268635,3343680,14240,83886080,22223470592,1539,0,9213,9213,56,7.3,617824,2155872256,570425344,33554432,7340396
1786268645,3343680,14240,83886080,22223470592,1539,0,9214,9214,78,7.3,617964,2155872256,570425344,33554432,7340396
1786268656,3343680,14240,83886080,22223470592,1539,0,9218,9218,64,7.3,618193,2155872256,570425344,33554432,7340396
1786268666,3343680,14240,83886080,22223470592,1539,0,9219,9218,96,7.3,617790,2155872256,570425344,33554432,5767454
1786268676,3343680,14240,83886080,22223470592,1539,0,9222,9222,81,7.3,617841,2155872256,570425344,33554432,7340396
1786268686,3343680,14240,83886080,22223470592,1539,0,9226,9226,72,7.3,617785,2155872256,570425344,33554432,7340396
1786268696,3343680,14240,83886080,22223470592,1539,0,9230,9230,66,7.3,618167,2155872256,570425344,33554432,7340396
1786268706,3343680,14240,83886080,22223470592,1539,0,9234,9234,58,7.3,622184,2155872256,570425344,33554432,7340396
1786268716,3343680,14240,83886080,22223470592,1539,0,9238,9238,53,7.3,621572,2155872256,570425344,33554432,7340396
1786268726,3343680,14240,83886080,22223470592,1539,0,9240,9240,68,7.3,617907,2155872256,570425344,33554432,6291768
1786268736,3343680,14240,83886080,22223470592,1539,0,9243,9243,72,7.3,617883,2155872256,570425344,33554432,7340396
1786268747,3343680,14240,83886080,22223470592,1539,0,9247,9247,66,7.3,623727,2155872256,570425344,33554432,7340396
1786268757,3343680,14240,83886080,22223470592,1539,0,9251,9251,60,7.3,620833,2155872256,570425344,33554432,7340396
1786268767,3343680,14240,83886080,22223470592,1539,0,9254,9254,66,7.3,621920,2155872256,570425344,33554432,7340396
1786268777,3343680,14240,83886080,22223470592,1539,0,9256,9256,80,7.3,619710,2155872256,570425344,33554432,7340396
1786268787,3343680,14240,83886080,22223470592,1539,0,9260,9260,65,7.3,617929,2155872256,570425344,33554432,7340396
1786268797,3343680,14240,83886080,22223470592,1539,0,9264,9264,50,7.3,617789,2155872256,570425344,33554432,4194512
1786268807,3343680,14240,83886080,22223470592,1539,0,9264,9264,84,7.3,617918,2155872256,570425344,33554432,7340396
1786268817,3343680,14240,83886080,22223470592,1539,0,9268,9268,74,7.3,617820,2155872256,570425344,33554432,7340396
1786268827,3343680,14240,83886080,22223470592,1539,0,9268,9268,93,7.3,624523,2155872256,570425344,33554432,7340396
1786268837,3343680,14240,83886080,22223470592,1539,0,9272,9272,87,7.3,622653,2155872256,570425344,33554432,7340396
1786268847,3343680,14240,83886080,22223470592,1539,0,9276,9276,68,7.3,619653,2155872256,570425344,33554432,7340396
1786268858,3343680,14240,83886080,22223470592,1539,0,9280,9280,59,7.3,617869,2155872256,570425344,33554432,7340396
1786268868,3343680,14240,83886080,22223470592,1539,0,9284,9284,56,7.3,620073,2155872256,570425344,33554432,7340396
1786268878,3343680,14240,83886080,22223470592,1539,0,9288,9288,50,7.3,621876,2155872256,570425344,33554432,5243140
1786268888,3343680,14240,83886080,22223470592,1539,0,9289,9289,72,7.3,617845,2155872256,570425344,33554432,7340396
1786268898,3343680,14240,83886080,22223470592,1539,0,9293,9293,66,7.3,619311,2155872256,570425344,33554432,6816082
1786268908,3343680,14240,83886080,22223470592,1539,0,9296,9296,71,7.3,619577,2155872256,570425344,33554432,7340396
1786268918,3343680,14240,83886080,22223470592,1539,0,9300,9300,65,7.3,617802,2155872256,570425344,33554432,7340396
1786268928,3343680,14240,83886080,22223470592,1539,0,9304,9304,58,7.3,617869,2155872256,570425344,33554432,7340396
1786268938,3343680,14240,83886080,22223470592,1539,0,9308,9308,54,7.3,619964,2155872256,570425344,33554432,5243140
1786268948,3343680,14240,83886080,22223470592,1539,0,9309,9309,77,7.3,619329,2155872256,570425344,33554432,7340396
1786268959,3343680,14240,83886080,22223470592,1539,0,9313,9313,70,7.3,619795,2155872256,570425344,33554432,7340396
1786268969,3343680,14240,83886080,22223470592,1539,0,9317,9317,63,7.3,618085,2155872256,570425344,33554432,7340396
1786268979,3343680,14240,83886080,22223470592,1539,0,9321,9321,61,7.3,617838,2155872256,570425344,33554432,7340396
1786268989,3343680,14240,83886080,22223470592,1539,0,9325,9325,53,7.3,619939,2155872256,570425344,33554432,7340396
1786268999,3343680,14240,83886080,22223470592,1539,0,9325,9325,86,7.3,620622,2155872256,570425344,33554432,7340396
1786269009,3343680,14240,83886080,22223470592,1539,0,9329,9329,80,7.3,625661,2155872256,570425344,33554432,7340396
1786269019,3343680,14240,83886080,22223470592,1539,0,9333,9333,70,7.3,623030,2155872256,570425344,33554432,7340396
1786269029,3343680,14240,83886080,22223470592,1539,0,9337,9337,62,7.3,617862,2155872256,570425344,33554432,7340396
1786269039,3343680,14240,83886080,22223470592,1539,0,9341,9341,56,7.3,619140,2155872256,570425344,33554432,7340396
1786269049,3343680,14240,83886080,22223470592,1539,0,9342,9342,79,7.3,619466,2155872256,570425344,33554432,7340396
1786269059,3343680,14240,83886080,22223470592,1539,0,9346,9346,75,7.3,621356,2155872256,570425344,33554432,7340396
1786269070,3343680,14240,83886080,22223470592,1539,0,9350,9350,62,7.3,617847,2155872256,570425344,33554432,7340396
1786269080,3343680,14240,83886080,22223470592,1539,0,9354,9354,55,7.3,617820,2155872256,570425344,33554432,6291768
1786269090,3344140,14240,83886080,22223470592,1539,0,9354,9354,88,7.3,625522,2155872256,570425344,33554432,7340396
1786269100,3344140,14240,83886080,22223470592,1539,0,9358,9358,83,7.3,618336,2155872256,570425344,33554432,7340396
1786269110,3344140,14240,83886080,22223470592,1539,0,9362,9362,69,7.3,620677,2155872256,570425344,33554432,7340396
1786269120,3344140,14240,83886080,22223470592,1539,0,9366,9366,64,7.3,617838,2155872256,570425344,33554432,7340396
1786269130,3344140,14240,83886080,22223470592,1539,0,9370,9370,58,7.3,620149,2155872256,570425344,33554432,7340396
1786269140,3344140,14240,83886080,22223470592,1539,0,9374,9374,52,7.3,617795,2155872256,570425344,33554432,4718826
1786269150,3344140,14240,83886080,22223470592,1539,0,9375,9375,76,7.3,622062,2155872256,570425344,33554432,7340396
1786269160,3344140,14240,83886080,22223470592,1539,0,9375,9375,97,7.3,619841,2155872256,570425344,33554432,7340396
1786269171,3344140,14240,83886080,22223470592,1539,0,9379,9379,91,7.3,619516,2155872256,570425344,33554432,7340396
1786269181,3344140,14240,83886080,22223470592,1539,0,9383,9383,70,7.3,617844,2155872256,570425344,33554432,7340396
1786269191,3344140,14240,83886080,22223470592,1539,0,9387,9387,63,7.3,620245,2155872256,570425344,33554432,7340396
1786269201,3344140,14240,83886080,22223470592,1539,0,9391,9391,56,7.3,618251,2155872256,570425344,33554432,7340396
1786269211,3344140,14240,83886080,22223470592,1539,0,9395,9395,53,7.3,620811,2155872256,570425344,33554432,5243140
1786269221,3344140,14240,83886080,22223470592,1539,0,9396,9396,76,7.3,622207,2155872256,570425344,33554432,7340396
1786269231,3344140,14240,83886080,22223470592,1539,0,9400,9400,66,7.3,621513,2155872256,570425344,33554432,6291768
1786269241,3344140,14240,83886080,22223470592,1539,0,9403,9403,68,7.3,617827,2155872256,570425344,33554432,7340396
1786269251,3344140,14240,83886080,22223470592,1539,0,9407,9407,64,7.3,617811,2155872256,570425344,33554432,7340396
1786269261,3344140,14240,83886080,22223470592,1539,0,9411,9411,57,7.3,620402,2155872256,570425344,33554432,7340396
1786269271,3344140,14240,83886080,22223470592,1539,0,9411,9411,85,7.3,617887,2155872256,570425344,33554432,7340396
1786269282,3344140,14240,83886080,22223470592,1539,0,9415,9415,77,7.3,620820,2155872256,570425344,33554432,7340396
1786269292,3344140,14240,83886080,22223470592,1539,0,9419,9419,65,7.3,620779,2155872256,570425344,33554432,7340396
1786269302,3344140,14240,83886080,22223470592,1539,0,9423,9423,60,7.3,617838,2155872256,570425344,33554432,7340396
1786269312,3344140,14240,83886080,22223470592,1539,0,9427,9427,54,7.3,617853,2155872256,570425344,33554432,7340396
1786269322,3344140,14240,83886080,22223470592,1539,0,9428,9428,79,7.3,617837,2155872256,570425344,33554432,7340396
1786269332,3344140,14240,83886080,22223470592,1539,0,9431,9431,78,7.3,617858,2155872256,570425344,33554432,7340396
1786269342,3344140,14240,83886080,22223470592,1539,0,9435,9435,66,7.3,621537,2155872256,570425344,33554432,7340396
1786269353,3344140,14240,83886080,22223470592,1539,0,9439,9439,54,7.3,621828,2155872256,570425344,33554432,7340396
1786269363,3344140,14240,83886080,22223470592,1539,0,9443,9443,50,7.3,617842,2155872256,570425344,33554432,6816082
1786269373,3344140,14240,83886080,22223470592,1539,0,9445,9445,66,7.3,617832,2155872256,570425344,33554432,6816082
1786269383,3344140,14240,83886080,22223470592,1539,0,9448,9448,69,7.3,621688,2155872256,570425344,33554432,6816082
1786269393,3344140,14240,83886080,22223470592,1539,0,9449,9449,84,7.3,619474,2155872256,570425344,33554432,7340396
1786269403,3344140,14240,83886080,22223470592,1539,0,9453,9453,80,7.3,621844,2155872256,570425344,33554432,7340396
1786269413,3344140,14240,83886080,22223470592,1539,0,9457,9457,69,7.3,620664,2155872256,570425344,33554432,7340396
1786269423,3344140,14240,83886080,22223470592,1539,0,9461,9461,64,7.3,622001,2155872256,570425344,33554432,7340396
1786269433,3344140,14240,83886080,22223470592,1539,0,9465,9465,58,7.3,619760,2155872256,570425344,33554432,7340396
1786269443,3344140,14240,83886080,22223470592,1539,0,9469,9469,55,7.3,621765,2155872256,570425344,33554432,7340396
1786269454,3344140,14240,83886080,22223470592,1539,0,9473,9473,49,7.3,618600,2155872256,570425344,33554432,5767454
1786269464,3344140,14240,83886080,22223470592,1539,0,9475,9475,63,7.3,617791,2155872256,570425344,33554432,5767454
1786269474,3344140,14240,83886080,22223470592,1539,0,9477,9477,76,7.3,617806,2155872256,570425344,33554432,7340396
1786269484,3344140,14240,83886080,22223470592,1539,0,9481,9481,72,7.3,619844,2155872256,570425344,33554432,7340396
1786269494,3344140,14240,83886080,22223470592,1539,0,9485,9485,65,7.3,620085,2155872256,570425344,33554432,7340396
1786269504,3344140,14240,83886080,22223470592,1539,0,9489,9489,62,7.3,618184,2155872256,570425344,33554432,7340396
1786269514,3344140,14240,83886080,22223470592,1539,0,9489,9489,87,7.3,617918,2155872256,570425344,33554432,7340396
1786269524,3344140,14240,83886080,22223470592,1539,0,9493,9493,79,7.3,621306,2155872256,570425344,33554432,7340396
1786269534,3344140,14240,83886080,22223470592,1539,0,9497,9497,62,7.3,617912,2155872256,570425344,33554432,7340396
1786269544,3344140,14240,83886080,22223470592,1539,0,9501,9501,53,7.3,617909,2155872256,570425344,33554432,7340396
1786269554,3344140,14240,83886080,22223470592,1539,0,9502,9502,77,7.3,617850,2155872256,570425344,33554432,7340396
1786269565,3344140,14240,83886080,22223470592,1539,0,9506,9506,72,7.3,621664,2155872256,570425344,33554432,6291768
1786269575,3344140,14240,83886080,22223470592,1539,0,9509,9509,73,7.3,617813,2155872256,570425344,33554432,7340396
1786269585,3344140,14240,83886080,22223470592,1539,0,9513,9513,69,7.3,621763,2155872256,570425344,33554432,7340396
1786269595,3344140,14240,83886080,22223470592,1539,0,9517,9517,59,7.3,620039,2155872256,570425344,33554432,7340396
1786269605,3344140,14240,83886080,22223470592,1539,0,9518,9518,83,7.3,621312,2155872256,570425344,33554432,7340396
1786269615,3344140,14240,83886080,22223470592,1539,0,9522,9522,78,7.3,622636,2155872256,570425344,33554432,7340396
1786269625,3344140,14240,83886080,22223470592,1539,0,9526,9526,70,7.3,622801,2155872256,570425344,33554432,7340396
1786269635,3344140,14240,83886080,22223470592,1539,0,9530,9530,65,7.3,621654,2155872256,570425344,33554432,7340396
1786269645,3344140,14240,83886080,22223470592,1539,0,9534,9534,59,7.3,620815,2155872256,570425344,33554432,7340396
1786269656,3344140,14240,83886080,22223470592,1539,0,9538,9538,53,7.3,619366,2155872256,570425344,33554432,7340396
1786269666,3344140,14240,83886080,22223470592,1539,0,9542,9542,48,7.3,617861,2155872256,570425344,33554432,4718826
1786269676,3344140,14240,83886080,22223470592,1539,0,9543,9543,74,7.3,621065,2155872256,570425344,33554432,7340396
1786269686,3344140,14240,83886080,22223470592,1539,0,9547,9547,68,7.3,619366,2155872256,570425344,33554432,6816082
1786269696,3344140,14240,83886080,22223470592,1539,0,9550,9550,73,7.3,626229,2155872256,570425344,33554432,7340396
1786269706,3344140,14240,83886080,22223470592,1539,0,9554,9554,67,7.3,620091,2155872256,570425344,33554432,7340396
1786269716,3344140,14240,83886080,22223470592,1539,0,9556,9556,77,7.3,620379,2155872256,570425344,33554432,7340396
1786269726,3344140,14240,83886080,22223470592,1539,0,9560,9560,65,7.3,622176,2155872256,570425344,33554432,7340396
1786269736,3344140,14240,83886080,22223470592,1539,0,9564,9564,54,7.3,622920,2155872256,570425344,33554432,7340396
1786269746,3344140,14240,83886080,22223470592,1539,0,9568,9568,48,7.3,618837,2155872256,570425344,33554432,5767454
1786269756,3344140,14240,83886080,22223470592,1539,0,9569,9569,71,7.3,617857,2155872256,570425344,33554432,6291768
1786269766,3344140,14240,83886080,22223470592,1539,0,9572,9572,77,7.3,622245,2155872256,570425344,33554432,7340396
1786269776,3344140,14240,83886080,22223470592,1539,0,9576,9576,67,7.3,618494,2155872256,570425344,33554432,7340396
1786269787,3344140,14240,83886080,22223470592,1539,0,9580,9580,61,7.3,619080,2155872256,570425344,33554432,7340396
1786269797,3344140,14240,83886080,22223470592,1539,0,9584,9584,60,7.3,620003,2155872256,570425344,33554432,7340396
1786269807,3344140,14240,83886080,22223470592,1539,0,9588,9588,56,7.3,620988,2155872256,570425344,33554432,7340396
1786269817,3344140,14240,83886080,22223470592,1539,0,9590,9590,68,7.3,621637,2155872256,570425344,33554432,7340396
1786269827,3344140,14240,83886080,22223470592,1539,0,9594,9594,53,7.3,618805,2155872256,570425344,33554432,5767454
1786269837,3344140,14240,83886080,22223470592,1539,0,9596,9596,59,7.3,622208,2155872256,570425344,33554432,5767454
1786269847,3344140,14240,83886080,22223470592,1539,0,9598,9598,77,7.3,617833,2155872256,570425344,33554432,7340396
1786269857,3344140,14240,83886080,22223470592,1539,0,9602,9602,72,7.3,619928,2155872256,570425344,33554432,7340396
1786269867,3344140,14240,83886080,22223470592,1539,0,9606,9606,68,7.3,619544,2155872256,570425344,33554432,7340396
1786269877,3344140,14240,83886080,22223470592,1539,0,9610,9610,62,7.3,618713,2155872256,570425344,33554432,7340396
1786269887,3344140,14240,83886080,22223470592,1539,0,9614,9614,57,7.3,617802,2155872256,570425344,33554432,7340396
1786269897,3344140,14240,83886080,22223470592,1539,0,9618,9618,53,7.3,617852,2155872256,570425344,33554432,5767454
1786269908,3344140,14240,83886080,22223470592,1539,0,9620,9620,66,7.3,617815,2155872256,570425344,33554432,7340396
1786269918,3344140,14240,83886080,22223470592,1539,0,9622,9622,79,7.3,622049,2155872256,570425344,33554432,7340396
1786269928,3344140,14240,83886080,22223470592,1539,0,9626,9626,74,7.3,619580,2155872256,570425344,33554432,7340396
1786269938,3344140,14240,83886080,22223470592,1539,0,9630,9630,69,7.3,617807,2155872256,570425344,33554432,7340396
1786269948,3344140,14240,83886080,22223470592,1539,0,9634,9634,65,7.3,617818,2155872256,570425344,33554432,7340396
1786269958,3344140,14240,83886080,22223470592,1539,0,9638,9638,58,7.3,617788,2155872256,570425344,33554432,7340396
1786269968,3344140,14240,83886080,22223470592,1539,0,9642,9642,54,7.3,617862,2155872256,570425344,33554432,7340396
1786269978,3344140,14240,83886080,22223470592,1539,0,9642,9642,83,7.3,625729,2155872256,570425344,33554432,7340396
1786269988,3344140,14240,83886080,22223470592,1539,0,9646,9646,66,7.3,619910,2155872256,570425344,33554432,7340396
1786269998,3344140,14240,83886080,22223470592,1539,0,9650,9650,49,7.3,617776,2155872256,570425344,33554432,4718826
1786270008,3344140,14240,83886080,22223470592,1539,0,9651,9651,71,7.3,621816,2155872256,570425344,33554432,6816082
1786270018,3344140,14240,83886080,22223470592,1539,0,9654,9654,73,7.3,620272,2155872256,570425344,33554432,7340396
1786270028,3344140,14240,83886080,22223470592,1539,0,9658,9658,69,7.3,617957,2155872256,570425344,33554432,7340396
1786270038,3344140,14240,83886080,22223470592,1539,0,9662,9662,65,7.3,617830,2155872256,570425344,33554432,7340396
1786270049,3344140,14240,83886080,22223470592,1539,0,9666,9666,61,7.3,620595,2155872256,570425344,33554432,7340396
1786270059,3344140,14240,83886080,22223470592,1539,0,9670,9670,54,7.3,619918,2155872256,570425344,33554432,7340396
1786270069,3344140,14240,83886080,22223470592,1539,0,9674,9674,50,7.3,617911,2155872256,570425344,33554432,5767454
1786270079,3344140,14240,83886080,22223470592,1539,0,9676,9676,63,7.3,617836,2155872256,570425344,33554432,5767454
1786270089,3344140,14240,83886080,22223470592,1539,0,9678,9678,75,7.3,617840,2155872256,570425344,33554432,7340396
1786270099,3344140,14240,83886080,22223470592,1539,0,9678,9678,95,7.3,618837,2155872256,570425344,33554432,7340396
1786270109,3344140,14240,83886080,22223470592,1539,0,9682,9682,91,7.3,625748,2155872256,570425344,33554432,7340396
1786270119,3344140,14240,83886080,22223470592,1539,0,9686,9686,70,7.3,619568,2155872256,570425344,33554432,7340396
1786270129,3344140,14240,83886080,22223470592,1539,0,9690,9690,64,7.3,624664,2155872256,570425344,33554432,7340396
1786270139,3344140,14240,83886080,22223470592,1539,0,9694,9694,57,7.3,617812,2155872256,570425344,33554432,7340396
1786270149,3344140,14240,83886080,22223470592,1539,0,9695,9695,81,7.3,623950,2155872256,570425344,33554432,7340396
1786270159,3344140,14240,83886080,22223470592,1539,0,9699,9699,74,7.3,618126,2155872256,570425344,33554432,7340396
1786270169,3344140,14240,83886080,22223470592,1539,0,9703,9703,65,7.3,617797,2155872256,570425344,33554432,7340396
1786270180,3344140,14240,83886080,22223470592,1539,0,9707,9707,58,7.3,617842,2155872256,570425344,33554432,7340396
1786270190,3344140,14240,83886080,22223470592,1539,0,9711,9711,53,7.3,621212,2155872256,570425344,33554432,7340396
1786270200,3344140,14240,83886080,22223470592,1539,0,9714,9714,56,7.3,617835,2155872256,570425344,33554432,6291768
1786270210,3344140,14240,83886080,22223470592,1539,0,9715,9715,79,7.3,622352,2155872256,570425344,33554432,7340396
1786270220,3344140,14240,83886080,22223470592,1539,0,9719,9719,67,7.3,623356,2155872256,570425344,33554432,5243140
1786270230,3344140,14240,83886080,22223470592,1539,0,9719,9719,97,7.3,625174,2155872256,570425344,33554432,7340396
1786270240,3344140,14240,83886080,22223470592,1539,0,9723,9723,74,7.3,619656,2155872256,570425344,33554432,7340396
1786270250,3344140,14240,83886080,22223470592,1539,0,9727,9727,68,7.3,617793,2155872256,570425344,33554432,7340396
1786270260,3344140,14240,83886080,22223470592,1539,0,9731,9731,61,7.3,617832,2155872256,570425344,33554432,7340396
1786270270,3344140,14240,83886080,22223470592,1539,0,9735,9735,53,7.3,617891,2155872256,570425344,33554432,7340396
1786270280,3344140,14240,83886080,22223470592,1539,0,9736,9736,77,7.3,617787,2155872256,570425344,33554432,7340396
