unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit,used_memory_kb,tier_committed_bytes,tier_index_bytes,log_staging_bytes,ckpt_buffer_bytes,cold_reads_issued,flush_slices,compact_slices,dead_bytes,live_bytes,compact_idle_pressure
1786732445,3334368,14240,83886080,31118974976,1451,0,7448,7448,54,6.1,593433,2155872256,570425344,33554432,6816082,46822613,37832,1040794,19840791432,21978152960,0
1786732455,3336496,14240,83886080,31133667328,1451,0,7451,7451,58,6.1,593344,2157969408,570425344,33554432,6816082,46850518,37846,1040794,19855550416,21978152960,0
1786732466,3335428,14240,83886080,31135764480,1451,0,7454,7454,56,6.1,596015,2156920832,570425344,33554432,6291768,46854521,37848,1040794,19857609736,21978152960,0
1786732476,3335352,14240,83886080,31137861632,1451,0,7455,7455,72,6.1,593414,2156920832,570425344,33554432,6816082,46858482,37850,1040794,19859632376,21978152960,0
1786732486,3348448,14240,83886080,31153602560,1451,0,7459,7459,67,6.1,593408,2170552320,570425344,33554432,6816082,46887855,37865,1040794,19875131248,21978152960,0
1786732496,3336188,14240,83886080,31158853632,1450,0,7463,7463,58,6.1,593387,2156920832,570425344,33554432,6816082,46899940,37870,1040794,19881529288,21978152960,0
1786732506,3335096,14240,83886080,31172501504,1450,0,7463,7463,86,6.1,595762,2155872256,570425344,33554432,6816082,46925344,37883,1040794,19895012856,21978152960,0
1786732517,3335408,14240,83886080,31173550080,1450,0,7463,7463,95,6.1,601579,2155872256,570425344,33554432,6816082,46925994,37884,1040794,19895331448,21978152960,0
1786732527,3334620,14240,83886080,31175647232,1450,0,7467,7467,75,6.1,600584,2155872256,570425344,33554432,6816082,46930504,37886,1040794,19897669536,21978152960,0
1786732538,3335016,14240,83886080,31175647232,1450,0,7467,7467,89,6.1,597162,2155872256,570425344,33554432,6816082,46931289,37886,1040794,19898081400,21978152960,0
1786732548,3335308,14240,83886080,31177748480,1450,0,7467,7467,109,6.1,596035,2155872256,570425344,33554432,6816082,46933958,37888,1040794,19899456376,21978152960,0
1786732558,3341380,14240,83886080,31186145280,1450,0,7471,7471,85,6.1,594953,2162163712,570425344,33554432,6816082,46951723,37896,1040794,19908800344,21978152960,0
1786732569,3335464,14240,83886080,31188246528,1450,0,7471,7471,106,6.1,594761,2155872256,570425344,33554432,6816082,46956155,37898,1040794,19911118520,21978152960,0
1786732579,3345112,14240,83886080,31202942976,1450,0,7475,7475,86,6.1,594261,2166358016,570425344,33554432,6816082,46982838,37912,1040794,19925206784,21978152960,0
1786732589,3333748,14240,83886080,31205040128,1450,0,7475,7475,100,6.1,596166,2155872256,570425344,33554432,6816082,46984610,37914,1040794,19926137408,21978152960,0
1786732600,3335156,14240,83886080,31205040128,1450,0,7475,7475,118,6.1,593369,2155872256,570425344,33554432,6816082,46987384,37914,1040794,19927580504,21978152960,0
1786732610,3344296,14240,83886080,31217635328,1450,0,7479,7479,89,6.1,595835,2165309440,570425344,33554432,6816082,47011366,37926,1040794,19940097816,21978152960,0
1786732620,3334976,14240,83886080,31219732480,1450,0,7479,7479,111,6.1,596529,2155872256,570425344,33554432,6816082,47015246,37928,1040794,19942080632,21978152960,0
1786732630,3335640,14240,83886080,31221829632,1450,0,7483,7483,65,6.1,593460,2155872256,570425344,33554432,4194512,47020582,37930,1040794,19944872504,21978152960,0
1786732640,3335252,14240,83886080,31226028032,1450,0,7483,7483,90,6.1,593480,2155872256,570425344,33554432,6816082,47027754,37934,1040794,19948670456,21978152960,0
1786732651,3335952,14240,83886080,31226028032,1450,0,7483,7483,106,6.1,601730,2155872256,570425344,33554432,6816082,47029258,37934,1040794,19949371568,21978152960,0
1786732661,3334640,14240,83886080,31228129280,1450,0,7484,7484,104,6.1,595883,2155872256,570425344,33554432,6816082,47030764,37936,1040794,19950124032,21978152960,0
1786732671,3341972,14240,83886080,31238623232,1450,0,7488,7488,72,6.1,593419,2163212288,570425344,33554432,6816082,47051138,37946,1040794,19960862888,21978152960,0
1786732681,3334436,14240,83886080,31245971456,1450,0,7488,7488,94,6.1,596504,2155872256,570425344,33554432,6816082,47064138,37953,1040794,19967738816,21978152960,0
1786732691,3335740,14240,83886080,31247020032,1450,0,7490,7488,113,6.1,599471,2155872256,570425344,33554432,3670198,47068796,37954,1040794,19970121968,21978152960,0
1786732701,3355616,14240,83886080,31272214528,1449,0,7492,7492,90,6.1,593475,2177892352,570425344,33554432,6816082,47113003,37978,1040794,19993618128,21978152960,0
1786732711,3334232,14240,83886080,31275364352,1449,0,7492,7492,112,6.1,593492,2155872256,570425344,33554432,6816082,47119349,37981,1040794,19996893128,21978152960,0
1786732722,3333932,14240,83886080,31276412928,1449,0,7496,7495,84,6.1,598163,2155872256,570425344,33554432,4194512,47120793,37982,1040794,19997633016,21978152960,0
1786732732,3335684,14240,83886080,31280611328,1449,0,7496,7496,89,6.1,593450,2156920832,570425344,33554432,6816082,47130169,37986,1040794,20002573288,21978152960,0
1786732742,3335904,14240,83886080,31282708480,1449,0,7498,7498,79,6.1,596258,2156920832,570425344,33554432,6816082,47134621,37988,1040794,20004893560,21978152960,0
1786732752,3335736,14240,83886080,31287959552,1449,0,7502,7502,53,6.1,593500,2156920832,570425344,33554432,6816082,47144285,37993,1040794,20009976360,21978152960,0
1786732762,3334796,14240,83886080,31291109376,1449,0,7502,7502,80,6.1,598515,2155872256,570425344,33554432,6816082,47150597,37996,1040794,20013245072,21978152960,0
1786732772,3342700,14240,83886080,31301603328,1449,0,7506,7506,70,6.1,593508,2164260864,570425344,33554432,6816082,47169947,38006,1040794,20023386568,21978152960,0
1786732782,3340968,14240,83886080,31312097280,1449,0,7510,7510,64,6.1,593388,2162163712,570425344,33554432,6816082,47190441,38016,1040794,20034194592,21978152960,0
1786732793,3333760,14240,83886080,31314194432,1449,0,7510,7510,79,6.1,593460,2155872256,570425344,33554432,6816082,47192461,38018,1040794,20035201720,21978152960,0
1786732803,3335944,14240,83886080,31315243008,1449,0,7512,7512,76,6.1,601338,2155872256,570425344,33554432,6291768,47196889,38019,1040794,20037435008,21978152960,0
1786732814,3344404,14240,83886080,31330988032,1449,0,7515,7515,72,6.1,594972,2165309440,570425344,33554432,6816082,47227442,38034,1040794,20053539624,21978152960,0
1786732824,3336796,14240,83886080,31343583232,1449,0,7516,7516,87,6.1,596096,2157969408,570425344,33554432,6816082,47250180,38046,1040794,20065576952,21978152960,0
1786732834,3334904,14240,83886080,31346733056,1449,0,7518,7517,90,6.1,604329,2156920832,570425344,33554432,4718826,47254611,38049,1040794,20067849016,21978152960,0
1786732844,3351296,14240,83886080,31364579328,1448,0,7521,7521,78,6.1,598233,2172649472,570425344,33554432,6816082,47290457,38066,1040794,20086798952,21978152960,0
1786732854,3334536,14240,83886080,31372976128,1448,0,7522,7522,83,6.1,596758,2155872256,570425344,33554432,6816082,47305277,38074,1040794,20094713448,21978152960,0
1786732864,3334984,14240,83886080,31372976128,1448,0,7522,7522,92,6.1,593437,2155872256,570425344,33554432,6816082,47306350,38074,1040794,20095264696,21978152960,0
1786732874,3335516,14240,83886080,31377174528,1448,0,7526,7526,81,6.1,595835,2156920832,570425344,33554432,6816082,47313209,38078,1040794,20098867720,21978152960,0
1786732884,3340372,14240,83886080,31386619904,1448,0,7530,7530,61,6.1,596668,2161115136,570425344,33554432,6816082,47332798,38087,1040794,20109086768,21978152960,0
1786732895,3335832,14240,83886080,31389769728,1448,0,7533,7533,61,6.1,596991,2155872256,570425344,33554432,6816082,47339967,38090,1040794,20112828128,21978152960,0
1786732905,3333716,14240,83886080,31392919552,1448,0,7534,7534,69,6.1,593404,2155872256,570425344,33554432,6816082,47341840,38093,1040794,20113803816,21978152960,0
1786732915,3334788,14240,83886080,31393968128,1448,0,7534,7534,86,6.1,595635,2155872256,570425344,33554432,6816082,47345996,38094,1040794,20115952216,21978152960,0
1786732925,3349224,14240,83886080,31410757632,1448,0,7538,7538,70,6.1,597446,2170552320,570425344,33554432,6816082,47378269,38110,1040794,20132913048,21978152960,0
1786732935,3334044,14240,83886080,31426502656,1448,0,7539,7539,86,6.1,593322,2155872256,570425344,33554432,6816082,47409523,38125,1040794,20147691944,21978152960,0
1786732946,3334292,14240,83886080,31427551232,1448,0,7543,7543,66,6.1,594233,2156920832,570425344,33554432,6816082,47426973,38126,1040794,20147950800,21978152960,0
1786732956,3333360,14240,83886080,31427551232,1448,0,7543,7543,94,6.1,593514,2155872256,570425344,33554432,6816082,47432718,38126,1040794,20148039880,21978152960,0
1786732966,3333580,14240,83886080,31427551232,1448,0,7547,7547,77,6.1,597353,2155872256,570425344,33554432,6816082,47445889,38126,1040794,20148264152,21978152960,0
1786732976,3333588,14240,83886080,31427551232,1448,0,7547,7547,87,6.1,595708,2155872256,570425344,33554432,6816082,47446793,38126,1040794,20148277776,21978152960,0
1786732986,3333652,14240,83886080,31427551232,1448,0,7547,7547,106,6.1,593329,2155872256,570425344,33554432,6816082,47450545,38126,1040794,20148340656,21978152960,0
1786732997,3334176,14240,83886080,31427551232,1448,0,7551,7551,95,6.1,595042,2155872256,570425344,33554432,6816082,47485686,38126,1040794,20148875136,21978152960,0
1786733007,3334268,14240,83886080,31427551232,1448,0,7551,7551,118,6.1,593761,2155872256,570425344,33554432,6816082,47491306,38126,1040794,20148966312,21978152960,0
1786733017,3334400,14240,83886080,31427551232,1448,0,7555,7555,78,6.1,594967,2155872256,570425344,33554432,6816082,47503712,38126,1040794,20149105696,21978152960,0
1786733027,3334504,14240,83886080,31427551232,1448,0,7555,7555,104,6.1,602153,2155872256,570425344,33554432,6816082,47511110,38126,1040794,20149212592,21978152960,0
1786733037,3334528,14240,83886080,31427551232,1448,0,7555,7555,115,6.1,594884,2155872256,570425344,33554432,6816082,47512840,38126,1040794,20149241936,21978152960,0
1786733048,3334628,14240,83886080,31427551232,1448,0,7559,7559,74,6.1,593967,2155872256,570425344,33554432,6816082,47519805,38126,1040794,20149344640,21978152960,0
1786733058,3334872,14240,83886080,31427551232,1448,0,7559,7559,102,6.1,595950,2155872256,570425344,33554432,6816082,47537329,38126,1040794,20149585680,21978152960,0
1786733068,3334928,14240,83886080,31427551232,1448,0,7559,7559,120,6.1,595629,2155872256,570425344,33554432,6816082,47540820,38126,1040794,20149643320,21978152960,0
1786733078,3334980,14240,83886080,31427551232,1448,0,7563,7563,82,6.1,593407,2155872256,570425344,33554432,6816082,47544709,38126,1040794,20149698864,21978152960,0
1786733088,3334988,14240,83886080,31427551232,1448,0,7563,7563,94,6.1,596930,2155872256,570425344,33554432,6816082,47545469,38126,1040794,20149708296,21978152960,0
1786733098,3335040,14240,83886080,31427551232,1448,0,7563,7563,110,6.1,596563,2155872256,570425344,33554432,6816082,47549114,38126,1040794,20149764888,21978152960,0
1786733109,3335120,14240,83886080,31427551232,1448,0,7567,7567,69,6.1,594517,2155872256,570425344,33554432,6816082,47554951,38126,1040794,20149844536,21978152960,0
1786733119,3335520,14240,83886080,31427551232,1447,0,7567,7567,100,6.1,593336,2155872256,570425344,33554432,6816082,47588102,38126,1040794,20150250112,21978152960,0
1786733129,3335560,14240,83886080,31427551232,1447,0,7567,7567,117,6.1,599946,2155872256,570425344,33554432,6816082,47590867,38126,1040794,20150294128,21978152960,0
1786733139,3335580,14240,83886080,31427551232,1447,0,7567,7567,127,6.1,595660,2155872256,570425344,33554432,6816082,47591814,38126,1040794,20150314040,21978152960,0
1786733150,3335828,14240,83886080,31427551232,1447,0,7571,7571,91,6.1,596287,2155872256,570425344,33554432,6816082,47610867,38126,1040794,20150564512,21978152960,0
1786733160,3335876,14240,83886080,31427551232,1447,0,7571,7571,115,6.1,596943,2155872256,570425344,33554432,6816082,47615036,38126,1040794,20150611672,21978152960,0
1786733170,3334880,14240,83886080,31428603904,1447,0,7573,7572,115,6.1,595768,2155872256,570425344,33554432,4718826,47617789,38127,1040794,20150642064,21978152960,0
1786733180,3335040,14240,83886080,31428603904,1447,0,7575,7575,94,6.1,593426,2155872256,570425344,33554432,6816082,47633620,38127,1040794,20150806600,21978152960,0
1786733190,3335100,14240,83886080,31428603904,1447,0,7576,7576,99,6.1,593360,2155872256,570425344,33554432,6816082,47638568,38127,1040794,20150872624,21978152960,0
1786733200,3335132,14240,83886080,31428603904,1447,0,7577,7577,96,6.1,593410,2155872256,570425344,33554432,6816082,47640799,38127,1040794,20150904064,21978152960,0
1786733211,3335196,14240,83886080,31428603904,1447,0,7580,7580,77,6.1,594520,2155872256,570425344,33554432,6816082,47646934,38127,1040794,20150969040,21978152960,0
1786733221,3335236,14240,83886080,31428603904,1447,0,7581,7581,90,6.1,593341,2155872256,570425344,33554432,6816082,47651194,38127,1040794,20151010960,21978152960,0
1786733231,3335312,14240,83886080,31428603904,1447,0,7585,7585,59,6.1,593400,2155872256,570425344,33554432,6816082,47656071,38127,1040794,20151087464,21978152960,0
1786733241,3335584,14240,83886080,31428603904,1447,0,7588,7588,65,6.1,593377,2155872256,570425344,33554432,6816082,47667966,38127,1040794,20151367280,21978152960,0
1786733251,3335152,14240,83886080,31430705152,1447,0,7592,7592,59,6.1,594517,2156920832,570425344,33554432,6816082,47686490,38129,1040794,20151975120,21978152960,0
1786733261,3333372,14240,83886080,31431753728,1447,0,7596,7596,49,6.1,594618,2155872256,570425344,33554432,5243140,47694776,38130,1040794,20152248648,21978152960,0
1786733271,3334468,14240,83886080,31431753728,1447,0,7596,7596,79,6.1,596096,2155872256,570425344,33554432,6816082,47724857,38130,1040794,20153368960,21978152960,0
1786733281,3334512,14240,83886080,31431753728,1447,0,7596,7596,90,6.1,596533,2155872256,570425344,33554432,6816082,47725991,38130,1040794,20153411928,21978152960,0
1786733292,3335172,14240,83886080,31431753728,1447,0,7600,7600,77,6.1,594292,2155872256,570425344,33554432,6816082,47742474,38130,1040794,20154091032,21978152960,0
1786733302,3335412,14240,83886080,31431753728,1447,0,7600,7600,101,6.1,601881,2155872256,570425344,33554432,6816082,47748139,38130,1040794,20154335216,21978152960,0
1786733313,3335460,14240,83886080,31431753728,1447,0,7600,7600,116,6.1,595542,2155872256,570425344,33554432,6816082,47749183,38130,1040794,20154387616,21978152960,0
1786733323,3336676,14240,83886080,31432802304,1447,0,7604,7604,83,6.1,593422,2156920832,570425344,33554432,6816082,47776624,38131,1040794,20155628448,21978152960,0
1786733333,3333292,14240,83886080,31435948032,1447,0,7604,7604,106,6.1,593471,2155872256,570425344,33554432,6816082,47791744,38134,1040794,20156359952,21978152960,0
1786733343,3333520,14240,83886080,31435948032,1447,0,7606,7604,126,6.1,600569,2155872256,570425344,33554432,3670198,47796629,38134,1040794,20156594704,21978152960,0
1786733353,3334336,14240,83886080,31435948032,1447,0,7608,7608,93,6.1,596584,2155872256,570425344,33554432,6816082,47814906,38134,1040794,20157428912,21978152960,0
1786733363,3334540,14240,83886080,31435948032,1447,0,7608,7608,113,6.1,593428,2155872256,570425344,33554432,6816082,47819095,38134,1040794,20157636416,21978152960,0
1786733373,3335336,14240,83886080,31435948032,1447,0,7612,7612,79,6.1,601017,2155872256,570425344,33554432,6816082,47837666,38134,1040794,20158451760,21978152960,0
1786733383,3335448,14240,83886080,31435948032,1447,0,7612,7612,99,6.1,598922,2155872256,570425344,33554432,6816082,47840444,38134,1040794,20158568088,21978152960,0
1786733395,3335560,14240,83886080,31435948032,1447,0,7612,7612,114,6.1,593382,2155872256,570425344,33554432,6816082,47842935,38134,1040794,20158679176,21978152960,0
1786733405,3335996,14240,83886080,31436996608,1447,0,7616,7616,78,6.1,597466,2156920832,570425344,33554432,6816082,47853119,38135,1040794,20159128768,21978152960,0
1786733415,3335176,14240,83886080,31436996608,1447,0,7616,7616,102,6.1,593384,2155872256,570425344,33554432,6816082,47857735,38135,1040794,20159334176,21978152960,0
1786733425,3335352,14240,83886080,31436996608,1447,0,7620,7619,77,6.1,593442,2155872256,570425344,33554432,4718826,47861367,38135,1040794,20159516528,21978152960,0
1786733435,3336004,14240,83886080,31438045184,1447,0,7622,7622,66,6.1,595345,2156920832,570425344,33554432,6291768,47875737,38136,1040794,20160187248,21978152960,0
1786733445,3335052,14240,83886080,31439097856,1447,0,7622,7622,81,6.1,593409,2156920832,570425344,33554432,6816082,47877347,38137,1040794,20160253272,21978152960,0
1786733455,3334200,14240,83886080,31439097856,1447,0,7623,7622,97,6.1,593484,2155872256,570425344,33554432,5243140,47881285,38137,1040794,20160433528,21978152960,0
1786733466,3334392,14240,83886080,31440150528,1447,0,7626,7626,79,6.1,593329,2155872256,570425344,33554432,6816082,47908215,38138,1040794,20161686936,21978152960,0
1786733476,3334868,14240,83886080,31440150528,1447,0,7627,7627,87,6.1,593396,2155872256,570425344,33554432,6816082,47919278,38138,1040794,20162169016,21978152960,0
1786733486,3335924,14240,83886080,31441203200,1447,0,7631,7631,70,6.1,598361,2156920832,570425344,33554432,6816082,47942374,38139,1040794,20163251600,21978152960,0
1786733496,3335204,14240,83886080,31441203200,1447,0,7633,7633,71,6.1,595840,2155872256,570425344,33554432,6816082,47949552,38139,1040794,20163562856,21978152960,0
1786733506,3335700,14240,83886080,31441203200,1447,0,7636,7636,67,6.1,598061,2155872256,570425344,33554432,6816082,47961674,38139,1040794,20164071136,21978152960,0
1786733516,3334120,14240,83886080,31443300352,1447,0,7637,7637,80,6.1,593287,2155872256,570425344,33554432,6816082,47971809,38141,1040794,20164545880,21978152960,0
1786733527,3334212,14240,83886080,31443300352,1447,0,7638,7638,77,6.1,594341,2155872256,570425344,33554432,6816082,47973800,38141,1040794,20164642296,21978152960,0
1786733537,3334272,14240,83886080,31444348928,1447,0,7641,7641,78,6.1,593420,2155872256,570425344,33554432,6816082,47981843,38142,1040794,20165762608,21978152960,0
1786733547,3340556,14240,83886080,31453794304,1447,0,7645,7645,65,6.1,596427,2161115136,570425344,33554432,6816082,48002146,38151,1040794,20176385136,21978152960,0
1786733557,3340700,14240,83886080,31465340928,1447,0,7649,7649,53,6.1,594185,2163212288,570425344,33554432,6816082,48020765,38162,1040794,20186053984,21978152960,0
1786733567,3334908,14240,83886080,31475838976,1447,0,7649,7649,80,6.1,594533,2155872256,570425344,33554432,6816082,48042987,38172,1040794,20197863896,21978152960,0
1786733578,3335248,14240,83886080,31476887552,1447,0,7649,7649,90,6.1,599302,2155872256,570425344,33554432,6816082,48043727,38173,1040794,20198229648,21978152960,0
1786733589,3335368,14240,83886080,31477936128,1447,0,7653,7653,79,6.1,594819,2155872256,570425344,33554432,6816082,48047929,38174,1040794,20200434640,21978152960,0
1786733599,3337280,14240,83886080,31490527232,1447,0,7655,7655,81,6.1,593450,2157969408,570425344,33554432,6816082,48071752,38186,1040794,20212872304,21978152960,0
1786733609,3333540,14240,83886080,31494725632,1447,0,7657,7656,86,6.1,600808,2155872256,570425344,33554432,5243140,48076507,38190,1040794,20215329864,21978152960,0
1786733619,3343644,14240,83886080,31505219584,1447,0,7660,7660,67,6.1,595313,2165309440,570425344,33554432,6816082,48098224,38200,1040794,20226788696,21978152960,0
1786733629,3337184,14240,83886080,31517818880,1446,0,7661,7661,79,6.1,600108,2157969408,570425344,33554432,6816082,48123074,38212,1040794,20240036464,21978152960,0
1786733640,3344712,14240,83886080,31532515328,1446,0,7665,7665,72,6.1,594312,2166358016,570425344,33554432,6816082,48149695,38226,1040794,20254078616,21978152960,0
1786733650,3334064,14240,83886080,31534612480,1446,0,7665,7665,93,6.1,595962,2155872256,570425344,33554432,6816082,48152744,38228,1040794,20255715592,21978152960,0
1786733661,3333912,14240,83886080,31536713728,1446,0,7667,7666,95,6.1,595730,2155872256,570425344,33554432,4718826,48156382,38230,1040794,20257657536,21978152960,0
1786733671,3340572,14240,83886080,31543013376,1446,0,7669,7669,80,6.1,597299,2161115136,570425344,33554432,6816082,48171448,38236,1040794,20265587752,21978152960,0
1786733681,3334296,14240,83886080,31547211776,1446,0,7671,7670,87,6.1,596311,2155872256,570425344,33554432,5243140,48177163,38240,1040794,20268546256,21978152960,0
1786733691,3335712,14240,83886080,31549308928,1446,0,7674,7674,63,6.1,594626,2156920832,570425344,33554432,6816082,48182006,38242,1040794,20271048880,21978152960,0
1786733701,3340248,14240,83886080,31561904128,1446,0,7677,7677,62,6.1,600113,2162163712,570425344,33554432,6816082,48204839,38254,1040794,20283030664,21978152960,0
1786733711,3340448,14240,83886080,31571349504,1446,0,7681,7681,57,6.1,595329,2162163712,570425344,33554432,6816082,48223082,38263,1040794,20292756104,21978152960,0
1786733721,3335380,14240,83886080,31588139008,1446,0,7681,7681,84,6.1,595174,2155872256,570425344,33554432,6816082,48256461,38279,1040794,20310535424,21978152960,0
1786733732,3341752,14240,83886080,31600738304,1446,0,7685,7685,67,6.1,593411,2164260864,570425344,33554432,6816082,48276790,38291,1040794,20321327728,21978152960,0
1786733742,3335064,14240,83886080,31607033856,1446,0,7685,7685,91,6.1,597023,2155872256,570425344,33554432,6816082,48290468,38297,1040926,20329099696,21978152960,0
1786733752,3335052,14240,83886080,31609135104,1446,0,7685,7685,97,6.1,595680,2155872256,570425344,33554432,6816082,48292019,38299,1041290,20331198840,21978152960,0
1786733762,3335492,14240,83886080,31611236352,1446,0,7689,7689,76,6.1,593418,2155872256,570425344,33554432,6816082,48296850,38301,1041304,20333727664,21978152960,0
1786733772,3334476,14240,83886080,31611224064,1446,0,7692,7692,65,6.1,593372,2155872256,570425344,33554432,6816082,48303071,38305,1041304,20336890528,21978152960,0
1786733782,3334888,14240,83886080,31611224064,1446,0,7693,7693,62,6.1,593379,2155872256,570425344,33554432,6816082,48303892,38305,1041304,20337297152,21978152960,0
1786733792,3334144,14240,83886080,31614377984,1446,0,7693,7693,81,6.1,598120,2155872256,570425344,33554432,6816082,48308400,38308,1041304,20339679256,21978152960,0
1786733803,3358128,14240,83886080,31639564288,1445,0,7697,7697,76,6.1,594360,2181038080,570425344,33554432,6816082,48356618,38332,1041304,20365387744,21978152960,0
1786733813,3333668,14240,83886080,31644811264,1445,0,7697,7697,98,6.1,602481,2155872256,570425344,33554432,6816082,48364562,38337,1041304,20369638432,21978152960,0
1786733823,3347164,14240,83886080,31661604864,1445,0,7701,7701,88,6.1,596764,2169503744,570425344,33554432,6816082,48396554,38353,1041304,20386574112,21978152960,0
1786733833,3335264,14240,83886080,31664750592,1445,0,7702,7701,108,6.1,607040,2155872256,570425344,33554432,4718826,48401869,38356,1041814,20391169592,21978152960,0
1786733844,3334776,14240,83886080,31666847744,1445,0,7705,7705,63,6.1,597889,2156920832,570425344,33554432,6816082,48402900,38358,1041814,20391710360,21978152960,0
1786733854,3336552,14240,83886080,31668948992,1445,0,7706,7706,72,6.1,596278,2156920832,570425344,33554432,6816082,48410348,38360,1041814,20395633024,21978152960,0
1786733864,3334840,14240,83886080,31667896320,1445,0,7710,7710,47,6.1,594705,2155872256,570425344,33554432,5767454,48415068,38363,1041814,20398071720,21978152960,0
1786733874,3336852,14240,83886080,31676289024,1445,0,7713,7713,51,6.1,596297,2159017984,570425344,33554432,6816082,48429068,38371,1041814,20405374184,21978152960,0
1786733884,3335136,14240,83886080,31677341696,1445,0,7714,7714,65,6.1,599868,2155872256,570425344,33554432,5767454,48433768,38372,1041814,20407824408,21978152960,0
1786733894,3351804,14240,83886080,31697289216,1445,0,7717,7717,75,6.1,594788,2172649472,570425344,33554432,6816082,48471881,38391,1041814,20428022512,21978152960,0
1786733905,3336900,14240,83886080,31706730496,1445,0,7721,7721,58,6.1,593442,2159017984,570425344,33554432,6816082,48483718,38400,1042324,20436140320,21978152960,0
1786733915,3334760,14240,83886080,31727722496,1445,0,7721,7721,87,6.1,609436,2155872256,570425344,33554432,6816082,48522009,38420,1042324,20456709416,21978152960,0
1786733926,3335704,14240,83886080,31728758784,1444,0,7725,7725,65,6.1,593464,2156920832,570425344,33554432,6816082,48533732,38425,1042324,20462913576,21978152960,0
1786733936,3335944,14240,83886080,31728758784,1444,0,7725,7725,86,6.1,593489,2155872256,570425344,33554432,6816082,48536309,38425,1042324,20464213096,21978152960,0
1786733947,3333400,14240,83886080,31732965376,1444,0,7725,7725,101,6.1,593365,2155872256,570425344,33554432,6816082,48539322,38429,1042324,20465797672,21978152960,0
1786733958,3349840,14240,83886080,31749758976,1444,0,7729,7729,80,6.1,595900,2171600896,570425344,33554432,6816082,48573587,38445,1042324,20483861000,21978152960,0
1786733968,3334708,14240,83886080,31756050432,1444,0,7729,7729,103,6.1,599253,2155872256,570425344,33554432,6816082,48585343,38451,1042324,20490208736,21978152960,0
1786733978,3334944,14240,83886080,31758147584,1444,0,7732,7731,96,6.1,593353,2155872256,570425344,33554432,5243140,48589912,38453,1042324,20492547872,21978152960,0
1786733988,3335680,14240,83886080,31758147584,1444,0,7733,7733,81,6.1,593376,2155872256,570425344,33554432,6816082,48591467,38453,1042324,20493346448,21978152960,0
1786733998,3334640,14240,83886080,31761305600,1444,0,7735,7735,72,6.1,599987,2155872256,570425344,33554432,6816082,48595411,38456,1042324,20495393192,21978152960,0
1786734009,3336232,14240,83886080,31763406848,1444,0,7737,7737,64,6.1,601882,2155872256,570425344,33554432,6816082,48600552,38458,1042324,20498055112,21978152960,0
1786734019,3334868,14240,83886080,31766552576,1444,0,7740,7739,69,6.1,601750,2155872256,570425344,33554432,5243140,48605882,38461,1042324,20500904624,21978152960,0
1786734029,3348652,14240,83886080,31783346176,1444,0,7743,7743,70,6.1,593445,2170552320,570425344,33554432,6816082,48636605,38477,1042324,20517072120,21978152960,0
1786734039,3336964,14240,83886080,31790690304,1444,0,7747,7747,61,6.1,593438,2159017984,570425344,33554432,6816082,48649953,38484,1042324,20524043416,21978152960,0
1786734049,3334864,14240,83886080,31807483904,1444,0,7747,7747,91,6.1,595872,2155872256,570425344,33554432,6816082,48683183,38500,1042370,20541746232,21978152960,0
1786734059,3335364,14240,83886080,31813779456,1444,0,7751,7751,61,6.1,605885,2155872256,570425344,33554432,6816082,48693149,38506,1042834,20548631592,21978152960,0
1786734069,3335208,14240,83886080,31819030528,1444,0,7751,7751,86,6.1,593340,2155872256,570425344,33554432,6816082,48702686,38511,1042834,20553637888,21978152960,0
1786734079,3334908,14240,83886080,31820079104,1444,0,7751,7751,96,6.1,593369,2155872256,570425344,33554432,6816082,48704270,38512,1042834,20554472096,21978152960,0
1786734089,3335160,14240,83886080,31822176256,1444,0,7754,7752,104,6.1,596868,2155872256,570425344,33554432,2621570,48708715,38514,1042834,20556754640,21978152960,0
1786734100,3344000,14240,83886080,31830564864,1444,0,7755,7755,96,6.1,599107,2165309440,570425344,33554432,6816082,48731804,38526,1042834,20568939736,21978152960,0
1786734110,3335504,14240,83886080,31831617536,1443,0,7755,7755,113,6.1,593430,2155872256,570425344,33554432,6816082,48735300,38527,1042834,20570725528,21978152960,0
1786734120,3335164,14240,83886080,31834767360,1443,0,7759,7759,79,6.1,597443,2155872256,570425344,33554432,6816082,48740672,38530,1042834,20573511112,21978152960,0
1786734130,3334968,14240,83886080,31841062912,1443,0,7759,7759,103,6.1,596272,2155872256,570425344,33554432,6816082,48752233,38536,1042834,20579602088,21978152960,0
1786734142,3333256,14240,83886080,31843164160,1443,0,7760,7759,114,6.1,599045,2155872256,570425344,33554432,5243140,48752968,38538,1042834,20579966792,21978152960,0
1786734153,3336428,14240,83886080,31844216832,1443,0,7763,7763,82,6.1,595337,2156920832,570425344,33554432,6816082,48759603,38539,1042834,20583346592,21978152960,0
1786734163,3335652,14240,83886080,31847362560,1443,0,7764,7764,90,6.1,593401,2155872256,570425344,33554432,6816082,48766014,38542,1042834,20586701240,21978152960,0
1786734173,3337748,14240,83886080,31855759360,1443,0,7767,7767,79,6.1,599323,2159017984,570425344,33554432,6816082,48779989,38550,1042834,20594025712,21978152960,0
