unix_s,vmrss_kb,docs_live,doc_resident_bytes,disk_used_bytes,wa_milli_max,diskfull_refusals,ckpts,manifests,segs_live,sqes_per_submit
1785928974,604644,14240,83886080,0,0,0,42597,42597,14,7.5
1785928984,599204,14240,83886080,0,0,0,42627,42627,14,7.5
1785928994,604548,14240,83886080,0,0,0,42659,42659,14,7.5
1785929004,596164,14240,83886080,0,0,0,42693,42693,13,7.5
1785929014,599432,14240,83886080,0,0,0,42725,42725,12,7.5
1785929024,601992,14240,83886080,0,0,0,42757,42757,12,7.5
1785929034,600672,14240,83886080,0,0,0,42787,42787,14,7.5
1785929044,601732,14240,83886080,0,0,0,42819,42819,13,7.5
1785929054,605924,14240,83886080,0,0,0,42851,42851,14,7.5
1785929064,599288,14240,83886080,0,0,0,42885,42885,11,7.5
1785929075,599396,14240,83886080,0,0,0,42913,42913,14,7.5
1785929085,602268,14240,83886080,0,0,0,42945,42945,14,7.5
1785929095,600496,14240,83886080,0,0,0,42979,42979,12,7.5
1785929105,598020,14240,83886080,0,0,0,43007,43007,14,7.5
1785929115,601828,14240,83886080,0,0,0,43041,43041,13,7.5
1785929125,601300,14240,83886080,0,0,0,43073,43073,12,7.5
1785929135,601916,14240,83886080,0,0,0,43101,43101,14,7.5
1785929145,599656,14240,83886080,0,0,0,43135,43135,12,7.5
1785929155,600984,14240,83886080,0,0,0,43167,43167,14,7.5
1785929165,600136,14240,83886080,0,0,0,43199,43199,14,7.5
1785929175,598376,14240,83886080,0,0,0,43233,43233,15,7.5
1785929185,601860,14240,83886080,0,0,0,43265,43265,15,7.5
1785929196,605232,14240,83886080,0,0,0,43297,43297,14,7.5
1785929206,598192,14240,83886080,0,0,0,43331,43331,12,7.5
1785929216,601072,14240,83886080,0,0,0,43363,43363,11,7.5
1785929226,598232,14240,83886080,0,0,0,43395,43395,12,7.5
1785929236,596728,14240,83886080,0,0,0,43429,43429,12,7.5
1785929246,598936,14240,83886080,0,0,0,43461,43461,13,7.5
1785929256,597996,14240,83886080,0,0,0,43493,43493,13,7.5
1785929266,599464,14240,83886080,0,0,0,43527,43527,12,7.5
1785929276,602292,14240,83886080,0,0,0,43559,43559,12,7.5
1785929286,600236,14240,83886080,0,0,0,43591,43591,11,7.5
1785929296,599184,14240,83886080,0,0,0,43625,43625,12,7.5
1785929306,597964,14240,83886080,0,0,0,43655,43655,14,7.5
1785929316,598032,14240,83886080,0,0,0,43689,43689,12,7.5
1785929327,600152,14240,83886080,0,0,0,43723,43723,12,7.5
1785929337,602636,14240,83886080,0,0,0,43751,43751,14,7.5
1785929347,600956,14240,83886080,0,0,0,43786,43786,13,7.5
1785929357,598620,14240,83886080,0,0,0,43818,43817,13,7.5
1785929367,601528,14240,83886080,0,0,0,43851,43850,14,7.5
1785929377,601496,14240,83886080,0,0,0,43884,43884,15,7.5
1785929387,601404,14240,83886080,0,0,0,43913,43913,18,7.5
1785929397,600668,14240,83886080,0,0,0,43948,43948,13,7.5
1785929407,601112,14240,83886080,0,0,0,43982,43982,12,7.5
1785929417,596916,14240,83886080,0,0,0,44014,44014,12,7.5
1785929428,601412,14240,83886080,0,0,0,44046,44046,15,7.5
1785929438,598612,14240,83886080,0,0,0,44079,44079,14,7.5
1785929448,599048,14240,83886080,0,0,0,44112,44112,13,7.5
1785929458,600540,14240,83886080,0,0,0,44144,44144,15,7.5
1785929468,599108,14240,83886080,0,0,0,44179,44179,15,7.5
1785929478,598400,14240,83886080,0,0,0,44213,44213,12,7.5
1785929488,599644,14240,83886080,0,0,0,44246,44246,13,7.5
1785929498,600040,14240,83886080,0,0,0,44278,44277,16,7.5
1785929508,604020,14240,83886080,0,0,0,44313,44313,12,7.5
1785929519,598720,14240,83886080,0,0,0,44347,44347,12,7.5
1785929529,598508,14240,83886080,0,0,0,44379,44379,11,7.5
1785929539,603220,14240,83886080,0,0,0,44411,44411,12,7.5
1785929549,599532,14240,83886080,0,0,0,44445,44445,12,7.5
1785929559,598968,14240,83886080,0,0,0,44477,44477,12,7.5
1785929569,600788,14240,83886080,0,0,0,44511,44511,13,7.5
1785929579,605560,14240,83886080,0,0,0,44544,44544,14,7.5
1785929589,596808,14240,83886080,0,0,0,44575,44575,13,7.5
1785929599,602288,14240,83886080,0,0,0,44607,44607,13,7.5
1785929609,600696,14240,83886080,0,0,0,44641,44641,15,7.5
1785929619,602212,14240,83886080,0,0,0,44673,44673,15,7.5
1785929629,599172,14240,83886080,0,0,0,44707,44707,14,7.5
1785929639,607640,14240,83886080,0,0,0,44739,44739,16,7.5
1785929650,599540,14240,83886080,0,0,0,44771,44771,15,7.5
1785929660,600596,14240,83886080,0,0,0,44805,44805,15,7.5
1785929670,599912,14240,83886080,0,0,0,44837,44837,15,7.5
1785929680,609232,14240,83886080,0,0,0,44873,44873,12,7.5
1785929690,602276,14240,83886080,0,0,0,44907,44907,12,7.5
1785929700,601440,14240,83886080,0,0,0,44939,44939,13,7.5
1785929710,601680,14240,83886080,0,0,0,44971,44971,14,7.5
1785929720,597936,14240,83886080,0,0,0,45006,45006,13,7.5
1785929730,602808,14240,83886080,0,0,0,45037,45037,13,7.5
1785929740,600492,14240,83886080,0,0,0,45071,45071,13,7.5
1785929750,599288,14240,83886080,0,0,0,45105,45105,14,7.5
1785929761,599140,14240,83886080,0,0,0,45137,45137,13,7.5
1785929771,598800,14240,83886080,0,0,0,45171,45171,13,7.5
1785929781,598860,14240,83886080,0,0,0,45203,45202,15,7.5
1785929791,601072,14240,83886080,0,0,0,45237,45237,13,7.5
1785929801,596940,14240,83886080,0,0,0,45270,45270,14,7.5
1785929811,602424,14240,83886080,0,0,0,45301,45301,15,7.5
1785929821,600536,14240,83886080,0,0,0,45336,45336,13,7.5
1785929831,598124,14240,83886080,0,0,0,45370,45370,12,7.5
1785929841,603320,14240,83886080,0,0,0,45399,45399,14,7.5
1785929851,598332,14240,83886080,0,0,0,45435,45435,11,7.5
1785929861,599612,14240,83886080,0,0,0,45469,45469,12,7.5
1785929871,596892,14240,83886080,0,0,0,45501,45501,13,7.5
1785929881,605108,14240,83886080,0,0,0,45533,45533,14,7.5
1785929892,598976,14240,83886080,0,0,0,45567,45567,14,7.5
1785929902,596552,14240,83886080,0,0,0,45599,45599,13,7.5
1785929912,598344,14240,83886080,0,0,0,45633,45633,12,7.5
1785929922,596412,14240,83886080,0,0,0,45665,45665,14,7.5
1785929932,598108,14240,83886080,0,0,0,45697,45697,14,7.5
1785929942,597304,14240,83886080,0,0,0,45731,45731,13,7.5
1785929952,598024,14240,83886080,0,0,0,45759,45759,17,7.5
1785929962,604624,14240,83886080,0,0,0,45795,45795,12,7.5
1785929972,596544,14240,83886080,0,0,0,45828,45828,13,7.5
1785929982,598844,14240,83886080,0,0,0,45860,45860,13,7.5
1785929992,598336,14240,83886080,0,0,0,45893,45893,14,7.5
1785930002,598860,14240,83886080,0,0,0,45927,45927,14,7.5
1785930013,599572,14240,83886080,0,0,0,45959,45959,13,7.5
1785930023,597684,14240,83886080,0,0,0,45992,45992,13,7.5
1785930033,597228,14240,83886080,0,0,0,46026,46026,13,7.5
1785930043,600188,14240,83886080,0,0,0,46058,46058,14,7.5
1785930053,599340,14240,83886080,0,0,0,46093,46093,11,7.5
1785930063,599548,14240,83886080,0,0,0,46124,46124,13,7.5
1785930073,603376,14240,83886080,0,0,0,46154,46154,13,7.5
1785930083,598064,14240,83886080,0,0,0,46187,46187,13,7.5
1785930093,597760,14240,83886080,0,0,0,46217,46216,16,7.5
1785930104,600136,14240,83886080,0,0,0,46250,46250,11,7.5
1785930114,599680,14240,83886080,0,0,0,46281,46281,12,7.5
1785930124,605632,14240,83886080,0,0,0,46311,46309,16,7.5
1785930134,596980,14240,83886080,0,0,0,46343,46343,13,7.5
1785930144,599856,14240,83886080,0,0,0,46375,46375,13,7.5
1785930154,599716,14240,83886080,0,0,0,46403,46403,16,7.5
1785930164,595632,14240,83886080,0,0,0,46437,46437,12,7.5
1785930174,602436,14240,83886080,0,0,0,46469,46469,12,7.5
1785930184,601292,14240,83886080,0,0,0,46499,46498,15,7.5
1785930194,599388,14240,83886080,0,0,0,46531,46531,14,7.5
1785930204,601456,14240,83886080,0,0,0,46563,46563,14,7.5
1785930214,596472,14240,83886080,0,0,0,46595,46595,12,7.5
1785930224,598956,14240,83886080,0,0,0,46627,46627,11,7.5
1785930235,599332,14240,83886080,0,0,0,46657,46657,15,7.5
1785930245,597632,14240,83886080,0,0,0,46689,46689,13,7.5
1785930255,597272,14240,83886080,0,0,0,46721,46721,13,7.5
1785930265,599052,14240,83886080,0,0,0,46753,46753,12,7.5
1785930275,602176,14240,83886080,0,0,0,46781,46780,15,7.5
1785930285,596348,14240,83886080,0,0,0,46813,46813,13,7.5
1785930295,600196,14240,83886080,0,0,0,46845,46845,13,7.5
1785930305,599432,14240,83886080,0,0,0,46875,46875,15,7.5
1785930315,597352,14240,83886080,0,0,0,46908,46908,12,7.5
1785930326,601116,14240,83886080,0,0,0,46940,46940,15,7.5
1785930336,597764,14240,83886080,0,0,0,46969,46969,12,7.5
1785930346,602960,14240,83886080,0,0,0,47002,47002,12,7.5
1785930356,596812,14240,83886080,0,0,0,47034,47034,12,7.5
1785930366,596708,14240,83886080,0,0,0,47062,47062,15,7.5
1785930376,596116,14240,83886080,0,0,0,47096,47096,13,7.5
1785930386,595840,14240,83886080,0,0,0,47128,47128,12,7.5
1785930396,598484,14240,83886080,0,0,0,47156,47156,13,7.5
1785930406,598412,14240,83886080,0,0,0,47190,47190,12,7.5
1785930416,598836,14240,83886080,0,0,0,47222,47222,12,7.5
1785930426,598216,14240,83886080,0,0,0,47250,47248,14,7.5
1785930437,603860,14240,83886080,0,0,0,47280,47280,13,7.5
1785930447,598392,14240,83886080,0,0,0,47312,47312,13,7.5
1785930457,597384,14240,83886080,0,0,0,47342,47342,12,7.5
1785930467,599056,14240,83886080,0,0,0,47374,47374,14,7.5
1785930477,600504,14240,83886080,0,0,0,47406,47406,13,7.5
1785930487,601564,14240,83886080,0,0,0,47435,47435,14,7.5
1785930497,601524,14240,83886080,0,0,0,47468,47468,12,7.5
1785930507,599044,14240,83886080,0,0,0,47500,47500,12,7.5
1785930517,598960,14240,83886080,0,0,0,47529,47529,14,7.5
1785930527,596908,14240,83886080,0,0,0,47562,47562,12,7.5
1785930537,603040,14240,83886080,0,0,0,47592,47591,13,7.5
1785930547,601628,14240,83886080,0,0,0,47623,47623,12,7.5
1785930557,598656,14240,83886080,0,0,0,47655,47655,14,7.5
1785930568,601264,14240,83886080,0,0,0,47685,47685,16,7.5
1785930578,600712,14240,83886080,0,0,0,47717,47717,11,7.5
1785930588,598552,14240,83886080,0,0,0,47747,47747,13,7.5
1785930598,604688,14240,83886080,0,0,0,47775,47775,17,7.5
1785930608,603880,14240,83886080,0,0,0,47809,47809,12,7.5
1785930618,600316,14240,83886080,0,0,0,47841,47841,14,7.5
1785930628,614644,14240,83886080,0,0,0,47869,47869,16,7.5
1785930638,598392,14240,83886080,0,0,0,47901,47901,14,7.5
1785930648,597596,14240,83886080,0,0,0,47933,47933,14,7.5
1785930658,600904,14240,83886080,0,0,0,47964,47963,18,7.5
1785930668,603260,14240,83886080,0,0,0,47999,47999,12,7.5
1785930678,600340,14240,83886080,0,0,0,48033,48033,13,7.5
1785930689,599816,14240,83886080,0,0,0,48061,48061,17,7.5
1785930699,596944,14240,83886080,0,0,0,48097,48097,12,7.5
1785930709,600232,14240,83886080,0,0,0,48131,48131,12,7.5
1785930719,601216,14240,83886080,0,0,0,48159,48159,15,7.5
1785930729,599864,14240,83886080,0,0,0,48195,48195,13,7.5
1785930739,598204,14240,83886080,0,0,0,48229,48229,12,7.5
1785930749,600628,14240,83886080,0,0,0,48257,48257,13,7.5
1785930759,598920,14240,83886080,0,0,0,48291,48291,12,7.5
1785930769,600884,14240,83886080,0,0,0,48323,48323,14,7.5
1785930779,601424,14240,83886080,0,0,0,48355,48355,15,7.5
1785930789,600640,14240,83886080,0,0,0,48389,48389,13,7.5
1785930800,601240,14240,83886080,0,0,0,48421,48421,15,7.5
1785930810,603884,14240,83886080,0,0,0,48453,48453,14,7.5
1785930820,598496,14240,83886080,0,0,0,48487,48487,14,7.5
1785930830,598772,14240,83886080,0,0,0,48519,48519,15,7.5
1785930840,597404,14240,83886080,0,0,0,48551,48551,12,7.5
1785930850,599488,14240,83886080,0,0,0,48583,48583,14,7.5
1785930860,598104,14240,83886080,0,0,0,48617,48617,14,7.5
1785930870,598944,14240,83886080,0,0,0,48647,48647,14,7.5
1785930880,599848,14240,83886080,0,0,0,48681,48681,13,7.5
1785930890,603468,14240,83886080,0,0,0,48715,48715,12,7.5
1785930900,605480,14240,83886080,0,0,0,48743,48743,13,7.5
1785930910,606596,14240,83886080,0,0,0,48778,48778,13,7.5
1785930920,607644,14240,83886080,0,0,0,48809,48809,16,7.5
1785930931,605448,14240,83886080,0,0,0,48841,48841,14,7.5
1785930941,599744,14240,83886080,0,0,0,48875,48875,12,7.5
1785930951,605816,14240,83886080,0,0,0,48904,48903,16,7.5
1785930961,600696,14240,83886080,0,0,0,48939,48939,12,7.5
1785930971,604640,14240,83886080,0,0,0,48972,48971,13,7.5
1785930981,599456,14240,83886080,0,0,0,49001,49001,16,7.5
1785930991,602808,14240,83886080,0,0,0,49033,49033,12,7.5
1785931001,599372,14240,83886080,0,0,0,49067,49067,13,7.5
1785931011,604512,14240,83886080,0,0,0,49099,49099,14,7.5
1785931021,599968,14240,83886080,0,0,0,49133,49133,13,7.5
1785931031,602880,14240,83886080,0,0,0,49167,49167,13,7.5
1785931041,601472,14240,83886080,0,0,0,49197,49197,12,7.5
1785931052,600408,14240,83886080,0,0,0,49231,49231,13,7.5
1785931062,598376,14240,83886080,0,0,0,49264,49264,14,7.5
1785931072,600200,14240,83886080,0,0,0,49295,49295,15,7.5
1785931082,598336,14240,83886080,0,0,0,49331,49331,11,7.5
1785931092,599732,14240,83886080,0,0,0,49365,49365,13,7.5
1785931102,604300,14240,83886080,0,0,0,49393,49393,14,7.5
1785931112,603532,14240,83886080,0,0,0,49429,49429,13,7.5
1785931122,604076,14240,83886080,0,0,0,49459,49459,16,7.5
1785931132,597484,14240,83886080,0,0,0,49492,49492,13,7.5
1785931142,598896,14240,83886080,0,0,0,49527,49526,14,7.5
1785931152,604528,14240,83886080,0,0,0,49557,49557,16,7.5
1785931162,603924,14240,83886080,0,0,0,49589,49589,15,7.5
1785931173,601176,14240,83886080,0,0,0,49625,49625,11,7.5
1785931183,599116,14240,83886080,0,0,0,49655,49655,14,7.5
1785931193,602732,14240,83886080,0,0,0,49690,49690,14,7.5
1785931203,603660,14240,83886080,0,0,0,49723,49723,14,7.5
1785931213,604052,14240,83886080,0,0,0,49756,49755,13,7.5
1785931223,598188,14240,83886080,0,0,0,49789,49789,12,7.5
1785931233,599608,14240,83886080,0,0,0,49823,49823,13,7.5
1785931243,599092,14240,83886080,0,0,0,49854,49854,14,7.5
1785931253,600900,14240,83886080,0,0,0,49888,49888,11,7.5
1785931263,603148,14240,83886080,0,0,0,49918,49918,16,7.5
1785931274,598016,14240,83886080,0,0,0,49930,49930,12,7.5
1785931284,603024,14240,83886080,0,0,0,49962,49962,13,7.5
1785931294,598440,14240,83886080,0,0,0,49996,49996,12,7.5
1785931304,602148,14240,83886080,0,0,0,50024,50024,14,7.5
1785931314,598036,14240,83886080,0,0,0,50058,50058,14,7.5
1785931324,600912,14240,83886080,0,0,0,50090,50090,15,7.5
1785931334,600744,14240,83886080,0,0,0,50122,50122,12,7.5
1785931344,603032,14240,83886080,0,0,0,50154,50154,13,7.5
1785931354,601944,14240,83886080,0,0,0,50188,50188,12,7.5
1785931364,604988,14240,83886080,0,0,0,50200,50200,24,7.5
1785931375,600924,14240,83886080,0,0,0,50232,50232,12,7.5
1785931385,598680,14240,83886080,0,0,0,50264,50264,13,7.5
1785931395,600588,14240,83886080,0,0,0,50290,50290,19,7.5
1785931405,601668,14240,83886080,0,0,0,50306,50306,14,7.5
1785931415,601992,14240,83886080,0,0,0,50340,50340,12,7.5
1785931425,600340,14240,83886080,0,0,0,50372,50372,15,7.5
1785931435,602164,14240,83886080,0,0,0,50388,50388,23,7.5
1785931446,600960,14240,83886080,0,0,0,50416,50416,13,7.5
1785931456,599488,14240,83886080,0,0,0,50448,50448,14,7.5
1785931466,601372,14240,83886080,0,0,0,50478,50478,17,7.5
1785931476,600112,14240,83886080,0,0,0,50512,50512,13,7.5
1785931486,598948,14240,83886080,0,0,0,50544,50544,15,7.5
1785931496,599204,14240,83886080,0,0,0,50573,50573,17,7.5
1785931506,598928,14240,83886080,0,0,0,50608,50608,12,7.5
1785931516,605412,14240,83886080,0,0,0,50640,50640,14,7.5
1785931526,599700,14240,83886080,0,0,0,50670,50670,14,7.5
1785931536,598932,14240,83886080,0,0,0,50704,50704,13,7.5
1785931546,598828,14240,83886080,0,0,0,50736,50736,13,7.5
1785931556,599384,14240,83886080,0,0,0,50768,50768,13,7.5
1785931567,606224,14240,83886080,0,0,0,50800,50800,14,7.5
1785931577,600516,14240,83886080,0,0,0,50835,50835,13,7.5
1785931587,602596,14240,83886080,0,0,0,50866,50866,13,7.5
1785931597,600352,14240,83886080,0,0,0,50899,50899,12,7.5
1785931607,600200,14240,83886080,0,0,0,50933,50933,12,7.5
1785931617,598656,14240,83886080,0,0,0,50961,50961,16,7.5
1785931627,601744,14240,83886080,0,0,0,50995,50995,11,7.5
1785931637,602848,14240,83886080,0,0,0,51027,51027,13,7.5
1785931647,601512,14240,83886080,0,0,0,51059,51059,12,7.5
1785931657,606652,14240,83886080,0,0,0,51091,51091,14,7.5
1785931667,598096,14240,83886080,0,0,0,51124,51122,15,7.5
1785931677,597596,14240,83886080,0,0,0,51157,51157,14,7.5
1785931688,598500,14240,83886080,0,0,0,51189,51188,13,7.5
1785931698,603804,14240,83886080,0,0,0,51219,51219,13,7.5
1785931708,599144,14240,83886080,0,0,0,51253,51252,15,7.5
1785931718,600800,14240,83886080,0,0,0,51287,51287,12,7.5
1785931728,598728,14240,83886080,0,0,0,51317,51317,15,7.5
1785931738,600644,14240,83886080,0,0,0,51349,51349,15,7.5
1785931748,602452,14240,83886080,0,0,0,51383,51383,15,7.5
1785931758,598300,14240,83886080,0,0,0,51415,51415,13,7.5
1785931768,600476,14240,83886080,0,0,0,51448,51448,13,7.5
1785931778,603088,14240,83886080,0,0,0,51482,51482,13,7.5
1785931788,602800,14240,83886080,0,0,0,51513,51513,13,7.5
1785931798,600348,14240,83886080,0,0,0,51546,51546,13,7.5
1785931809,599636,14240,83886080,0,0,0,51580,51580,12,7.5
1785931819,598784,14240,83886080,0,0,0,51609,51609,11,7.5
1785931829,596532,14240,83886080,0,0,0,51643,51643,12,7.5
1785931839,607388,14240,83886080,0,0,0,51674,51674,13,7.5
1785931849,606376,14240,83886080,0,0,0,51707,51707,13,7.5
1785931859,599336,14240,83886080,0,0,0,51741,51741,11,7.5
1785931869,597344,14240,83886080,0,0,0,51769,51769,16,7.5
1785931879,599220,14240,83886080,0,0,0,51802,51802,13,7.5
1785931889,601388,14240,83886080,0,0,0,51835,51835,14,7.5
1785931899,599960,14240,83886080,0,0,0,51867,51867,14,7.5
1785931909,601168,14240,83886080,0,0,0,51899,51899,15,7.5
1785931919,602384,14240,83886080,0,0,0,51933,51933,14,7.5
1785931930,597328,14240,83886080,0,0,0,51961,51961,14,7.5
1785931940,600060,14240,83886080,0,0,0,51996,51996,13,7.5
1785931950,598980,14240,83886080,0,0,0,52029,52029,13,7.5
1785931960,600696,14240,83886080,0,0,0,52060,52060,14,7.5
1785931970,598136,14240,83886080,0,0,0,52094,52094,14,7.5
1785931980,598852,14240,83886080,0,0,0,52127,52127,13,7.5
1785931990,603408,14240,83886080,0,0,0,52138,52137,24,7.5
1785932000,601540,14240,83886080,0,0,0,52169,52169,13,7.5
1785932010,603120,14240,83886080,0,0,0,52203,52202,13,7.5
1785932020,599168,14240,83886080,0,0,0,52231,52231,16,7.5
1785932030,601620,14240,83886080,0,0,0,52266,52266,11,7.5
1785932040,603264,14240,83886080,0,0,0,52299,52298,15,7.5
1785932051,603708,14240,83886080,0,0,0,52330,52330,12,7.5
1785932061,600552,14240,83886080,0,0,0,52364,52364,13,7.5
1785932071,600616,14240,83886080,0,0,0,52396,52396,13,7.5
1785932081,599496,14240,83886080,0,0,0,52427,52427,14,7.5
1785932091,600508,14240,83886080,0,0,0,52461,52461,13,7.5
1785932101,605124,14240,83886080,0,0,0,52493,52493,15,7.5
1785932111,599828,14240,83886080,0,0,0,52525,52525,13,7.5
1785932121,598028,14240,83886080,0,0,0,52557,52557,14,7.5
1785932131,600352,14240,83886080,0,0,0,52591,52591,12,7.5
1785932141,600308,14240,83886080,0,0,0,52619,52619,15,7.5
1785932152,598764,14240,83886080,0,0,0,52653,52653,13,7.5
1785932162,606664,14240,83886080,0,0,0,52685,52685,13,7.5
1785932172,600492,14240,83886080,0,0,0,52719,52719,14,7.5
1785932182,599316,14240,83886080,0,0,0,52753,52753,14,7.5
1785932192,603104,14240,83886080,0,0,0,52783,52783,16,7.5
1785932202,604988,14240,83886080,0,0,0,52817,52817,12,7.5
1785932212,603468,14240,83886080,0,0,0,52849,52849,15,7.5
1785932222,599796,14240,83886080,0,0,0,52881,52881,16,7.5
1785932232,599968,14240,83886080,0,0,0,52917,52917,13,7.5
1785932242,598792,14240,83886080,0,0,0,52951,52951,12,7.5
1785932253,600732,14240,83886080,0,0,0,52980,52980,14,7.5
1785932263,597876,14240,83886080,0,0,0,53015,53015,12,7.5
1785932273,599308,14240,83886080,0,0,0,53049,53049,12,7.5
1785932283,599608,14240,83886080,0,0,0,53081,53081,14,7.5
1785932293,602464,14240,83886080,0,0,0,53113,53113,14,7.5
1785932303,600012,14240,83886080,0,0,0,53147,53147,13,7.5
1785932313,597852,14240,83886080,0,0,0,53179,53179,13,7.5
1785932323,600564,14240,83886080,0,0,0,53212,53212,11,7.5
1785932333,601760,14240,83886080,0,0,0,53243,53243,15,7.5
1785932343,598756,14240,83886080,0,0,0,53278,53278,14,7.5
1785932353,600444,14240,83886080,0,0,0,53312,53312,13,7.5
1785932363,603592,14240,83886080,0,0,0,53341,53341,14,7.5
1785932373,601624,14240,83886080,0,0,0,53377,53377,12,7.5
1785932383,598952,14240,83886080,0,0,0,53411,53411,13,7.5
1785932394,602892,14240,83886080,0,0,0,53441,53441,14,7.5
1785932404,606812,14240,83886080,0,0,0,53475,53475,14,7.5
1785932414,601796,14240,83886080,0,0,0,53509,53509,15,7.5
1785932424,599812,14240,83886080,0,0,0,53541,53541,12,7.5
1785932434,600776,14240,83886080,0,0,0,53573,53573,14,7.5
1785932444,599508,14240,83886080,0,0,0,53607,53607,13,7.5
1785932454,604960,14240,83886080,0,0,0,53639,53639,14,7.5
1785932464,603736,14240,83886080,0,0,0,53671,53671,15,7.5
1785932474,600612,14240,83886080,0,0,0,53702,53702,14,7.5
1785932485,600444,14240,83886080,0,0,0,53731,53731,15,7.5
1785932495,604652,14240,83886080,0,0,0,53762,53762,15,7.5
1785932505,598664,14240,83886080,0,0,0,53793,53793,15,7.5
1785932515,600452,14240,83886080,0,0,0,53823,53823,12,7.5
1785932525,602100,14240,83886080,0,0,0,53855,53855,12,7.5
1785932535,603420,14240,83886080,0,0,0,53883,53883,16,7.5
1785932545,602276,14240,83886080,0,0,0,53915,53915,12,7.5
1785932555,600100,14240,83886080,0,0,0,53945,53945,13,7.5
1785932565,599732,14240,83886080,0,0,0,53977,53977,13,7.5
1785932575,600956,14240,83886080,0,0,0,54007,54007,11,7.5
1785932585,604128,14240,83886080,0,0,0,54039,54039,12,7.5
1785932595,605524,14240,83886080,0,0,0,54067,54067,16,7.5
1785932605,603108,14240,83886080,0,0,0,54095,54095,14,7.5
1785932615,600896,14240,83886080,0,0,0,54127,54126,14,7.5
1785932626,604540,14240,83886080,0,0,0,54157,54157,13,7.5
1785932636,604352,14240,83886080,0,0,0,54165,54165,19,7.5
1785932646,600124,14240,83886080,0,0,0,54197,54197,14,7.5
1785932656,598684,14240,83886080,0,0,0,54227,54227,16,7.5
1785932666,599884,14240,83886080,0,0,0,54255,54255,18,7.5
1785932676,604232,14240,83886080,0,0,0,54287,54287,14,7.5
1785932686,605264,14240,83886080,0,0,0,54319,54319,14,7.5
1785932696,598776,14240,83886080,0,0,0,54349,54349,12,7.5
1785932706,604000,14240,83886080,0,0,0,54379,54379,13,7.5
1785932717,600380,14240,83886080,0,0,0,54411,54411,13,7.5
1785932727,603104,14240,83886080,0,0,0,54435,54435,19,7.5
1785932737,600208,14240,83886080,0,0,0,54453,54453,13,7.5
1785932747,597948,14240,83886080,0,0,0,54485,54485,11,7.5
1785932757,598360,14240,83886080,0,0,0,54515,54515,11,7.5
1785932767,598920,14240,83886080,0,0,0,54545,54545,13,7.5
1785932777,599584,14240,83886080,0,0,0,54579,54579,12,7.5
1785932787,600692,14240,83886080,0,0,0,54611,54611,12,7.5
1785932797,600820,14240,83886080,0,0,0,54643,54643,14,7.5
1785932808,601632,14240,83886080,0,0,0,54675,54675,14,7.5
1785932818,600248,14240,83886080,0,0,0,54710,54710,14,7.5
1785932828,604560,14240,83886080,0,0,0,54741,54741,13,7.5
1785932838,598556,14240,83886080,0,0,0,54776,54776,12,7.5
1785932848,605204,14240,83886080,0,0,0,54805,54804,16,7.5
1785932858,600436,14240,83886080,0,0,0,54839,54839,12,7.5
1785932868,605012,14240,83886080,0,0,0,54872,54872,13,7.5
1785932878,608524,14240,83886080,0,0,0,54903,54903,15,7.5
1785932888,597240,14240,83886080,0,0,0,54938,54938,12,7.5
1785932898,600008,14240,83886080,0,0,0,54972,54971,13,7.5
1785932908,602112,14240,83886080,0,0,0,55000,55000,13,7.5
1785932919,601228,14240,83886080,0,0,0,55033,55033,13,7.5
1785932929,598280,14240,83886080,0,0,0,55067,55067,12,7.5
1785932939,602068,14240,83886080,0,0,0,55099,55099,14,7.5
1785932949,601296,14240,83886080,0,0,0,55133,55133,12,7.5
1785932959,598240,14240,83886080,0,0,0,55165,55165,15,7.5
1785932969,599624,14240,83886080,0,0,0,55193,55193,14,7.5
1785932979,598008,14240,83886080,0,0,0,55228,55228,14,7.5
1785932989,600076,14240,83886080,0,0,0,55261,55261,13,7.5
1785932999,599936,14240,83886080,0,0,0,55294,55294,13,7.5
1785933009,599488,14240,83886080,0,0,0,55326,55326,12,7.5
1785933019,601020,14240,83886080,0,0,0,55358,55358,14,7.5
1785933029,601016,14240,83886080,0,0,0,55370,55370,12,7.5
1785933039,599640,14240,83886080,0,0,0,55403,55403,13,7.5
1785933049,600208,14240,83886080,0,0,0,55436,55436,14,7.5
1785933060,605580,14240,83886080,0,0,0,55464,55464,14,7.5
1785933070,606624,14240,83886080,0,0,0,55500,55500,13,7.5
1785933080,599832,14240,83886080,0,0,0,55534,55534,12,7.5
1785933090,598216,14240,83886080,0,0,0,55562,55562,13,7.5
1785933100,600032,14240,83886080,0,0,0,55596,55596,13,7.5
1785933110,599116,14240,83886080,0,0,0,55629,55629,13,7.5
1785933120,599400,14240,83886080,0,0,0,55660,55660,14,7.5
1785933130,598228,14240,83886080,0,0,0,55694,55694,13,7.5
1785933140,603748,14240,83886080,0,0,0,55726,55726,14,7.5
1785933150,605500,14240,83886080,0,0,0,55758,55758,14,7.5
1785933160,598460,14240,83886080,0,0,0,55792,55792,15,7.5
1785933170,600572,14240,83886080,0,0,0,55824,55820,19,7.5
1785933181,599520,14240,83886080,0,0,0,55856,55856,14,7.5
1785933191,599728,14240,83886080,0,0,0,55890,55890,14,7.5
1785933201,598492,14240,83886080,0,0,0,55922,55922,12,7.5
1785933211,599960,14240,83886080,0,0,0,55954,55954,11,7.5
