0	1	0	.artifacts/m2/1783358714-gate-run
1	2	0	.artifacts/m2/1783358730-gate-run
2	2	0	.artifacts/m2/1783358746-gate-run
3	1	0	.artifacts/m2/1783358762-gate-run
4	1	0	.artifacts/m2/1783358778-gate-run
5	2	0	.artifacts/m2/1783358794-gate-run
6	2	0	.artifacts/m2/1783358810-gate-run
7	1	0	.artifacts/m2/1783358826-gate-run
8	1	0	.artifacts/m2/1783358842-gate-run
9	2	0	.artifacts/m2/1783358858-gate-run
10	2	0	.artifacts/m2/1783358875-gate-run
11	1	0	.artifacts/m2/1783358891-gate-run
